VARIABLES = "x","y"
ZONE T="1"
 1.906837523E-01 1.946247742E-02
 1.911312640E-01 1.961650886E-02
 1.915669292E-01 1.975546032E-02
 1.919888258E-01 1.987987570E-02
 1.923953742E-01 1.999052800E-02
 1.927852184E-01 2.008838207E-02
 1.931573302E-01 2.017449215E-02
 1.935109943E-01 2.024990693E-02
 1.938458085E-01 2.031555586E-02
 1.941616684E-01 2.037188783E-02
 1.944585443E-01 2.042011730E-02
 1.947366297E-01 2.046127804E-02
 1.949963421E-01 2.049637958E-02
 1.952381730E-01 2.052625082E-02
 1.954627782E-01 2.055155486E-02
 1.956709176E-01 2.057285421E-02
 1.958633810E-01 2.059055120E-02
 1.960409582E-01 2.060519159E-02
 1.962045133E-01 2.061749250E-02
 1.963548958E-01 2.062764205E-02
 1.964929402E-01 2.063591406E-02
 1.966194957E-01 2.064277790E-02
 1.967353523E-01 2.064856328E-02
 1.968413144E-01 2.065284550E-02
 1.969380975E-01 2.065674774E-02
 1.970264316E-01 2.065949515E-02
 1.971069723E-01 2.066181600E-02
 1.971803457E-01 2.066391148E-02
 1.972471327E-01 2.066527307E-02
 1.973079145E-01 2.066631429E-02
 1.973631680E-01 2.066724375E-02
 1.974133700E-01 2.066808939E-02
 1.974589825E-01 2.066870034E-02
 1.975003779E-01 2.066890895E-02
 1.975379586E-01 2.066909894E-02
 1.975720376E-01 2.066927031E-02
 1.976029575E-01 2.066942677E-02
 1.976309866E-01 2.066956833E-02
 1.976563781E-01 2.066969685E-02
ZONE T="3"
 STRANDID=0, SOLUTIONTIME=0
 I=81, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 9.328518808E-02 6.268414669E-03
 9.828519076E-02 6.268414669E-03
 1.029844135E-01 6.268414669E-03
 1.073814034E-01 6.268414669E-03
 1.114785448E-01 6.268414669E-03
 1.152815521E-01 6.268414669E-03
 1.187988743E-01 6.268414669E-03
 1.220411807E-01 6.268414669E-03
 1.250208467E-01 6.268414669E-03
 1.277514249E-01 6.268414669E-03
 1.302473098E-01 6.268414669E-03
 1.325232834E-01 6.268414669E-03
 1.345942765E-01 6.268414669E-03
 1.364750564E-01 6.268414669E-03
 1.381800622E-01 6.268414669E-03
 1.397232264E-01 6.268414669E-03
 1.411178708E-01 6.268414669E-03
 1.423766464E-01 6.268414669E-03
 1.435114145E-01 6.268414669E-03
 1.445333064E-01 6.268414669E-03
 1.454526633E-01 6.268414669E-03
 1.462790668E-01 6.268414669E-03
 1.470213085E-01 6.268414669E-03
 1.476874948E-01 6.268414669E-03
 1.482850611E-01 6.268414669E-03
 1.488207579E-01 6.268414669E-03
 1.493007541E-01 6.268414669E-03
 1.497306377E-01 6.268414669E-03
 1.501155049E-01 6.268414669E-03
 1.504599154E-01 6.268414669E-03
 1.507680416E-01 6.268414669E-03
 1.510436088E-01 6.268414669E-03
 1.512900144E-01 6.268414669E-03
 1.515102834E-01 6.268414669E-03
 1.517071426E-01 6.268414669E-03
 1.518830508E-01 6.268414669E-03
 1.520402133E-01 6.268414669E-03
 1.521806121E-01 6.268414669E-03
 1.523060054E-01 6.268414669E-03
 1.524179876E-01 6.268414669E-03
 1.525179893E-01 6.268414669E-03
 1.526179910E-01 6.268414669E-03
 1.527314484E-01 6.268414669E-03
 1.528597474E-01 6.268414669E-03
 1.530042440E-01 6.268414669E-03
 1.531662792E-01 6.268414669E-03
 1.533470601E-01 6.268414669E-03
 1.535476595E-01 6.268414669E-03
 1.537688822E-01 6.268414669E-03
 1.540112197E-01 6.268414669E-03
 1.542747021E-01 6.268414669E-03
 1.545588970E-01 6.268414669E-03
 1.548627764E-01 6.268414669E-03
 1.551847011E-01 6.268414669E-03
 1.555224061E-01 6.269559264E-03
 1.558726579E-01 6.282861810E-03
 1.562297195E-01 6.327500567E-03
 1.565848440E-01 6.414519623E-03
 1.569276303E-01 6.546786055E-03
 1.572515368E-01 6.714897696E-03
 1.575500965E-01 6.913385820E-03
 1.578175277E-01 7.136777975E-03
 1.580485404E-01 7.379553746E-03
 1.582420915E-01 7.633107714E-03
 1.584012210E-01 7.888119668E-03
 1.585278362E-01 8.138629608E-03
 1.586253047E-01 8.379560895E-03
 1.586977541E-01 8.607080206E-03
 1.587496996E-01 8.818649687E-03
 1.587807834E-01 9.013532661E-03
 1.587994695E-01 9.190093726E-03
 1.588107944E-01 9.348783642E-03
 1.588125080E-01 9.490570053E-03
 1.588137746E-01 9.616375901E-03
 1.588138193E-01 9.727579542E-03
 1.588138491E-01 9.825536050E-03
 1.588138640E-01 9.911563247E-03
 1.588138640E-01 9.986917488E-03
 1.588138640E-01 1.005276851E-02
 1.588138640E-01 1.011020038E-02
 1.588138640E-01 1.016020030E-02
ZONE T="4"
 STRANDID=0, SOLUTIONTIME=0
 I=21, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 9.328518808E-02 6.268414669E-03
 9.328518808E-02 6.348414347E-03
 9.328518808E-02 6.430305075E-03
 9.328518808E-02 6.514179986E-03
 9.328518808E-02 6.600137334E-03
 9.328518808E-02 6.688282825E-03
 9.328518808E-02 6.778728217E-03
 9.328518808E-02 6.871593185E-03
 9.328518808E-02 6.967004389E-03
 9.328518808E-02 7.065098267E-03
 9.328518808E-02 7.166020107E-03
 9.328518808E-02 7.269924972E-03
 9.328518808E-02 7.376980036E-03
 9.328518808E-02 7.487363648E-03
 9.328518808E-02 7.601269055E-03
 9.328518808E-02 7.718902081E-03
 9.328518808E-02 7.840486243E-03
 9.328518808E-02 7.966262288E-03
 9.328518808E-02 8.096489124E-03
 9.328518808E-02 8.231450804E-03
 9.328518808E-02 8.371450938E-03
ZONE T="5"
 STRANDID=0, SOLUTIONTIME=0
 I=31, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 9.328518808E-02 8.371450938E-03
 9.328518808E-02 8.511653170E-03
 9.328518808E-02 8.651855402E-03
 9.328518808E-02 8.792057633E-03
 9.328518808E-02 8.932260796E-03
 9.328518808E-02 9.072463028E-03
 9.328518808E-02 9.212665260E-03
 9.328518808E-02 9.352867492E-03
 9.328518808E-02 9.493069723E-03
 9.328518808E-02 9.633271955E-03
 9.328518808E-02 9.773475118E-03
 9.328518808E-02 9.913677350E-03
 9.328518808E-02 1.005387958E-02
 9.328518808E-02 1.019408181E-02
 9.328518808E-02 1.033428404E-02
 9.328518808E-02 1.047448721E-02
 9.328518808E-02 1.061468944E-02
 9.328518808E-02 1.075489167E-02
 9.328518808E-02 1.089509390E-02
 9.328518808E-02 1.103529613E-02
 9.328518808E-02 1.117549930E-02
 9.328518808E-02 1.131570153E-02
 9.328518808E-02 1.145590376E-02
 9.328518808E-02 1.159610599E-02
 9.328518808E-02 1.173630822E-02
 9.328518808E-02 1.187651139E-02
 9.328518808E-02 1.201671362E-02
 9.328518808E-02 1.215691585E-02
 9.328518808E-02 1.229711808E-02
 9.328518808E-02 1.243732031E-02
 9.328518808E-02 1.257752348E-02
ZONE T="6"
 STRANDID=0, SOLUTIONTIME=0
 I=461, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 1.500000013E-03 4.120708909E-03
 1.576568233E-03 4.213107284E-03
 1.655675587E-03 4.305883311E-03
 1.737367245E-03 4.399036523E-03
 1.821691403E-03 4.492566921E-03
 1.908700448E-03 4.586476833E-03
 1.998446649E-03 4.680767655E-03
 2.090984024E-03 4.775439855E-03
 2.186372178E-03 4.870496690E-03
 2.284671646E-03 4.965940956E-03
 2.385944594E-03 5.061774515E-03
 2.490257611E-03 5.158001557E-03
 2.597681014E-03 5.254626274E-03
 2.708286513E-03 5.351651926E-03
 2.822149079E-03 5.449082237E-03
 2.938191639E-03 5.548292305E-03
 3.056311049E-03 5.649541039E-03
 3.177125007E-03 5.752249621E-03
 3.302090336E-03 5.854779854E-03
 3.431152087E-03 5.957358517E-03
 3.562584054E-03 6.062260363E-03
 3.697984153E-03 6.167590618E-03
 3.839144483E-03 6.271199789E-03
 3.983244300E-03 6.376971025E-03
 4.130614921E-03 6.484660320E-03
 4.282614682E-03 6.592614111E-03
 4.438412376E-03 6.702200975E-03
 4.598039668E-03 6.813628133E-03
 4.762393422E-03 6.925854366E-03
 4.933086224E-03 7.036569528E-03
 5.110598635E-03 7.145341020E-03
 5.291683599E-03 7.257550489E-03
 5.477335304E-03 7.371935993E-03
 5.667824764E-03 7.488428149E-03
 5.865934771E-03 7.602714468E-03
 6.069449708E-03 7.718921173E-03
 6.278534420E-03 7.837207988E-03
 6.493976340E-03 7.956642658E-03
 6.716436706E-03 8.076469414E-03
 6.946012843E-03 8.197035640E-03
 7.183132693E-03 8.318060078E-03
 7.426742930E-03 8.442206308E-03
 7.678018417E-03 8.567820303E-03
 7.937595248E-03 8.694357239E-03
 8.205913939E-03 8.821633644E-03
 8.482286707E-03 8.951923810E-03
 8.767290972E-03 9.084924124E-03
 9.061754681E-03 9.219813161E-03
 9.366701357E-03 9.355396032E-03
 9.681574069E-03 9.494022466E-03
 1.000778750E-02 9.633677080E-03
 1.034538541E-02 9.775577113E-03
 1.069481298E-02 9.920116514E-03
 1.105667278E-02 1.006742008E-02
 1.143151149E-02 1.021786965E-02
 1.181980129E-02 1.037216373E-02
 1.222258527E-02 1.052971091E-02
 1.264170278E-02 1.068794448E-02
 1.307686511E-02 1.085000485E-02
 1.352894399E-02 1.101623476E-02
 1.400000043E-02 1.118388213E-02
 1.446302142E-02 1.134590805E-02
 1.492728852E-02 1.150433160E-02
 1.539232489E-02 1.166048460E-02
 1.585838385E-02 1.181355864E-02
 1.632564329E-02 1.196292043E-02
 1.679384895E-02 1.210929360E-02
 1.726240292E-02 1.225455105E-02
 1.773128659E-02 1.239873748E-02
 1.820091903E-02 1.254046429E-02
 1.867107488E-02 1.268044580E-02
 1.914212666E-02 1.281736605E-02
 1.961382478E-02 1.295206416E-02
 2.008592524E-02 1.308533922E-02
 2.055840194E-02 1.321727689E-02
 2.103170566E-02 1.334617194E-02
 2.150629275E-02 1.347030140E-02
 2.198091336E-02 1.359430607E-02
 2.245555073E-02 1.371824648E-02
 2.293018810E-02 1.384218689E-02
 2.340561524E-02 1.396305673E-02
 2.388206311E-02 1.407982223E-02
 2.435893938E-02 1.419484150E-02
 2.483581752E-02 1.430986077E-02
 2.531269565E-02 1.442488004E-02
 2.578958869E-02 1.453983784E-02
 2.626805753E-02 1.464805100E-02
 2.674652636E-02 1.475625858E-02
 2.722499706E-02 1.486446522E-02
 2.770346589E-02 1.497267187E-02
 2.818229422E-02 1.507925335E-02
 2.866190299E-02 1.518229023E-02
 2.914202772E-02 1.528289914E-02
 2.962215245E-02 1.538350713E-02
 3.010227904E-02 1.548411604E-02
 3.058259003E-02 1.558382902E-02
 3.106367029E-02 1.567970961E-02
 3.154535219E-02 1.577256620E-02
 3.202703968E-02 1.586542092E-02
 3.250872344E-02 1.595827751E-02
 3.299040720E-02 1.605113409E-02
 3.347266838E-02 1.614093222E-02
 3.395516425E-02 1.622948609E-02
 3.443771601E-02 1.631771214E-02
 3.492027149E-02 1.640593633E-02
 3.540287539E-02 1.649389230E-02
 3.588567674E-02 1.658073813E-02
 3.636894003E-02 1.666498743E-02
 3.685220703E-02 1.674923673E-02
 3.733547032E-02 1.683348604E-02
 3.781873360E-02 1.691773534E-02
 3.830232471E-02 1.700004190E-02
 3.878644481E-02 1.707923785E-02
 3.927065805E-02 1.715783775E-02
 3.975487500E-02 1.723643579E-02
 4.023908824E-02 1.731503569E-02
 4.072352871E-02 1.739223488E-02
 4.120829701E-02 1.746732183E-02
 4.169325158E-02 1.754122414E-02
 4.217820615E-02 1.761512645E-02
 4.266316071E-02 1.768902875E-02
 4.314811528E-02 1.776293106E-02
 4.363351688E-02 1.783381961E-02
 4.411897808E-02 1.790433004E-02
 4.460444301E-02 1.797480136E-02
 4.508990422E-02 1.804527268E-02
 4.557546601E-02 1.811506413E-02
 4.606133327E-02 1.818272099E-02
 4.654750600E-02 1.824811287E-02
 4.703368247E-02 1.831350662E-02
 4.751985520E-02 1.837889850E-02
 4.800604284E-02 1.844419912E-02
 4.849242419E-02 1.850801148E-02
 4.897904024E-02 1.857003570E-02
 4.946565628E-02 1.863206178E-02
 4.995227233E-02 1.869408600E-02
 5.043888837E-02 1.875611208E-02
 5.092573166E-02 1.881631836E-02
 5.141275749E-02 1.887503080E-02
 5.189985782E-02 1.893313788E-02
 5.238695443E-02 1.899124682E-02
 5.287406221E-02 1.904929429E-02
 5.336121470E-02 1.910695247E-02
 5.384869501E-02 1.916177012E-02
 5.433618650E-02 1.921649650E-02
 5.482367426E-02 1.927122287E-02
 5.531116575E-02 1.932594739E-02
 5.579871684E-02 1.938013732E-02
 5.628640950E-02 1.943302341E-02
 5.677417666E-02 1.948522590E-02
 5.726194382E-02 1.953742653E-02
 5.774971098E-02 1.958962716E-02
 5.823753402E-02 1.964132302E-02
 5.872549117E-02 1.969169080E-02
 5.921356380E-02 1.974096149E-02
 5.970163643E-02 1.979023404E-02
 6.018970907E-02 1.983950473E-02
 6.067778170E-02 1.988877542E-02
 6.116604805E-02 1.993606798E-02
 6.165438145E-02 1.998268627E-02
 6.214272603E-02 2.002916485E-02
 6.263107061E-02 2.007564344E-02
 6.311944127E-02 2.012186684E-02
 6.360792369E-02 2.016687952E-02
 6.409659237E-02 2.020981349E-02
 6.458526850E-02 2.025274932E-02
 6.507393718E-02 2.029568329E-02
 6.556260586E-02 2.033861727E-02
 6.605137885E-02 2.038036473E-02
 6.654033065E-02 2.041994780E-02
 6.702929735E-02 2.045939304E-02
 6.751825660E-02 2.049884014E-02
 6.800722331E-02 2.053828537E-02
 6.849623471E-02 2.057710290E-02
 6.898531318E-02 2.061515301E-02
 6.947442144E-02 2.065277472E-02
 6.996352971E-02 2.069039643E-02
 7.045263797E-02 2.072801068E-02
 7.094175369E-02 2.076547034E-02
 7.143109292E-02 2.079996280E-02
 7.192046195E-02 2.083405852E-02
 7.240983099E-02 2.086815238E-02
 7.289919257E-02 2.090224810E-02
 7.338856906E-02 2.093621716E-02
 7.387797534E-02 2.096973546E-02
 7.436740398E-02 2.100289240E-02
 7.485684007E-02 2.103604749E-02
 7.534626871E-02 2.106920443E-02
 7.583571970E-02 2.110201865E-02
 7.632528991E-02 2.113306336E-02
 7.681499422E-02 2.116188779E-02
 7.730469853E-02 2.119071037E-02
 7.779440284E-02 2.121953480E-02
 7.828410715E-02 2.124835923E-02
 7.877387106E-02 2.127618901E-02
 7.926367223E-02 2.130335011E-02
 7.975348830E-02 2.133027464E-02
 8.024329692E-02 2.135720104E-02
 8.073311299E-02 2.138413303E-02
 8.122292161E-02 2.141114138E-02
 8.171271533E-02 2.143836021E-02
 8.220251650E-02 2.146559581E-02
 8.269231021E-02 2.149282955E-02
 8.318210393E-02 2.152006514E-02
 8.367197216E-02 2.154583111E-02
 8.416204900E-02 2.156751603E-02
 8.465217054E-02 2.158809826E-02
 8.514229208E-02 2.160867862E-02
 8.563241363E-02 2.162926085E-02
 8.612256497E-02 2.164911106E-02
 8.661276102E-02 2.166768536E-02
 8.710300177E-02 2.168526687E-02
 8.759323508E-02 2.170285024E-02
 8.808347583E-02 2.172043175E-02
 8.857370913E-02 2.173801325E-02
 8.906403184E-02 2.175320685E-02
 8.955436945E-02 2.176772617E-02
 9.004470706E-02 2.178221382E-02
 9.053504467E-02 2.179670334E-02
 9.102538973E-02 2.181102708E-02
 9.151575714E-02 2.182432450E-02
 9.200616181E-02 2.183651552E-02
 9.249656647E-02 2.184867859E-02
 9.298696369E-02 2.186084166E-02
 9.347736835E-02 2.187291719E-02
 9.396778792E-02 2.188429981E-02
 9.445823729E-02 2.189439908E-02
 9.494868666E-02 2.190450020E-02
 9.543913603E-02 2.191460133E-02
 9.592958540E-02 2.192470059E-02
 9.642005712E-02 2.193338983E-02
 9.691055864E-02 2.194074541E-02
 9.740106016E-02 2.194748446E-02
 9.789156914E-02 2.195422165E-02
 9.838207811E-02 2.196095884E-02
 9.887258708E-02 2.196716145E-02
 9.936311841E-02 2.197170630E-02
 9.985365719E-02 2.197593637E-02
 1.003441885E-01 2.198016644E-02
 1.008347273E-01 2.198439650E-02
 1.013252586E-01 2.198814228E-02
 1.018158123E-01 2.198971808E-02
 1.023063660E-01 2.199050225E-02
 1.027969196E-01 2.199128456E-02
 1.032874659E-01 2.199206688E-02
 1.037780195E-01 2.199215442E-02
 1.042685658E-01 2.199049480E-02
 1.047591045E-01 2.198687010E-02
 1.052496508E-01 2.198324353E-02
 1.057401896E-01 2.197961882E-02
 1.062307283E-01 2.197599225E-02
 1.067212522E-01 2.197084762E-02
 1.072117686E-01 2.196491882E-02
 1.077022851E-01 2.195885777E-02
 1.081928015E-01 2.195279859E-02
 1.086833104E-01 2.194673754E-02
 1.091738269E-01 2.194067836E-02
 1.096643433E-01 2.193461731E-02
 1.101548597E-01 2.192855813E-02
 1.106453761E-01 2.192249708E-02
 1.111358926E-01 2.191643603E-02
 1.116264090E-01 2.191048302E-02
 1.121169254E-01 2.190489136E-02
 1.126074493E-01 2.189931646E-02
 1.130979732E-01 2.189374156E-02
 1.135884896E-01 2.188816667E-02
 1.140790135E-01 2.188245207E-02
 1.145695299E-01 2.187653445E-02
 1.150600463E-01 2.187047340E-02
 1.155505627E-01 2.186441422E-02
 1.160410717E-01 2.185835317E-02
 1.165315881E-01 2.185232937E-02
 1.170221120E-01 2.184701338E-02
 1.175126433E-01 2.184192836E-02
 1.180031672E-01 2.183684334E-02
 1.184936911E-01 2.183175832E-02
 1.189842224E-01 2.182664350E-02
 1.194747463E-01 2.182126045E-02
 1.199652627E-01 2.181567997E-02
 1.204557866E-01 2.181008458E-02
 1.209463030E-01 2.180448920E-02
 1.214368269E-01 2.179893106E-02
 1.219273508E-01 2.179353684E-02
 1.224178746E-01 2.178845741E-02
 1.229084060E-01 2.178337611E-02
 1.233989298E-01 2.177829668E-02
 1.238894537E-01 2.177321725E-02
 1.243799776E-01 2.176792547E-02
 1.248705015E-01 2.176243626E-02
 1.253610253E-01 2.175686508E-02
 1.258515418E-01 2.175129578E-02
 1.263420731E-01 2.174572460E-02
 1.268325895E-01 2.174037136E-02
 1.273231208E-01 2.173562907E-02
 1.278136522E-01 2.173103765E-02
 1.283041835E-01 2.172644436E-02
 1.287947148E-01 2.172185294E-02
 1.292852461E-01 2.171720751E-02
 1.297757775E-01 2.171223983E-02
 1.302662939E-01 2.170716040E-02
 1.307568252E-01 2.170207724E-02
 1.312473565E-01 2.169699408E-02
 1.317378730E-01 2.169198543E-02
 1.322284043E-01 2.168716304E-02
 1.327189356E-01 2.168257162E-02
 1.332094669E-01 2.167798020E-02
 1.336999983E-01 2.167339064E-02
 1.341905296E-01 2.166879922E-02
 1.346810609E-01 2.166420780E-02
 1.351715922E-01 2.165961638E-02
 1.356621236E-01 2.165502310E-02
 1.361526549E-01 2.165043168E-02
 1.366431862E-01 2.164584212E-02
 1.371337175E-01 2.164143324E-02
 1.376242638E-01 2.163728327E-02
 1.381147951E-01 2.163318358E-02
 1.386053264E-01 2.162908204E-02
 1.390958577E-01 2.162498049E-02
 1.395864040E-01 2.162079513E-02
 1.400769353E-01 2.161625028E-02
 1.405674666E-01 2.161165886E-02
 1.410579979E-01 2.160706744E-02
 1.415485293E-01 2.160247602E-02
 1.420390606E-01 2.159811184E-02
 1.425295919E-01 2.159414999E-02
 1.430201381E-01 2.159053646E-02
 1.435106695E-01 2.158692107E-02
 1.440012157E-01 2.158330753E-02
 1.444917470E-01 2.157969400E-02
 1.449822932E-01 2.157574147E-02
 1.454728246E-01 2.157164551E-02
 1.459633559E-01 2.156754211E-02
 1.464539021E-01 2.156344056E-02
 1.469444335E-01 2.155935206E-02
 1.474349648E-01 2.155549638E-02
 1.479255110E-01 2.155185491E-02
 1.484160423E-01 2.154823951E-02
 1.489065886E-01 2.154462598E-02
 1.493971348E-01 2.154101804E-02
 1.498876661E-01 2.153753489E-02
 1.503782123E-01 2.153440751E-02
 1.508687586E-01 2.153128199E-02
 1.513592899E-01 2.152815647E-02
 1.518498361E-01 2.152503096E-02
 1.523403823E-01 2.152174152E-02
 1.528309286E-01 2.151824720E-02
 1.533214599E-01 2.151462995E-02
 1.538120061E-01 2.151101269E-02
 1.543025374E-01 2.150739543E-02
 1.547930837E-01 2.150377817E-02
 1.552836150E-01 2.150016464E-02
 1.557741612E-01 2.149655297E-02
 1.562646925E-01 2.149293944E-02
 1.567552388E-01 2.148932591E-02
 1.572457701E-01 2.148581110E-02
 1.577363163E-01 2.148315310E-02
 1.582268775E-01 2.148097381E-02
 1.587174237E-01 2.147882618E-02
 1.592079699E-01 2.147668041E-02
 1.596985161E-01 2.147448994E-02
 1.601890624E-01 2.147213556E-02
 1.606796086E-01 2.146949805E-02
 1.611701548E-01 2.146686055E-02
 1.616607010E-01 2.146422490E-02
 1.621512473E-01 2.146158740E-02
 1.626417935E-01 2.145916969E-02
 1.631323397E-01 2.145694755E-02
 1.636228859E-01 2.145479806E-02
 1.641134322E-01 2.145264857E-02
 1.646039784E-01 2.145049907E-02
 1.650945246E-01 2.144823037E-02
 1.655850708E-01 2.144566551E-02
 1.660756171E-01 2.144302800E-02
 1.665661633E-01 2.144039050E-02
 1.670567095E-01 2.143775299E-02
 1.675472558E-01 2.143517323E-02
 1.680378020E-01 2.143291943E-02
 1.685283631E-01 2.143076994E-02
 1.690189093E-01 2.142862231E-02
 1.695094556E-01 2.142647468E-02
 1.700000018E-01 2.142424881E-02
 1.704999954E-01 2.142165974E-02
 1.709999889E-01 2.141914517E-02
 1.714999825E-01 2.141669951E-02
 1.719999909E-01 2.141432092E-02
 1.724999845E-01 2.141200751E-02
 1.729999781E-01 2.140975744E-02
 1.734999716E-01 2.140756696E-02
 1.739999801E-01 2.140543796E-02
 1.744999737E-01 2.140336484E-02
 1.749999672E-01 2.140135132E-02
 1.754999757E-01 2.139939554E-02
 1.759999692E-01 2.139749750E-02
 1.764999628E-01 2.139565535E-02
 1.769999713E-01 2.139387093E-02
 1.774999648E-01 2.139214613E-02
 1.779999733E-01 2.139047906E-02
 1.784999669E-01 2.138887160E-02
 1.789999604E-01 2.138732560E-02
 1.794999689E-01 2.138584107E-02
 1.799999624E-01 2.138442174E-02
 1.804999709E-01 2.138306946E-02
 1.809999645E-01 2.138178423E-02
 1.814999729E-01 2.138057165E-02
 1.819999665E-01 2.137943357E-02
 1.824999750E-01 2.137837373E-02
 1.829999685E-01 2.137739770E-02
 1.834999770E-01 2.137651108E-02
 1.839999855E-01 2.137574553E-02
 1.844999790E-01 2.137517929E-02
 1.849999875E-01 2.137481794E-02
 1.854999810E-01 2.137465961E-02
 1.859999895E-01 2.137470245E-02
 1.864999980E-01 2.137494646E-02
 1.869999915E-01 2.137538977E-02
 1.875000000E-01 2.137603052E-02
 1.879999936E-01 2.137686312E-02
 1.885000020E-01 2.137788571E-02
 1.889999956E-01 2.137909085E-02
 1.895000041E-01 2.138046734E-02
 1.899999976E-01 2.138200961E-02
 1.904999912E-01 2.138369903E-02
 1.909817159E-01 2.138544619E-02
 1.914440989E-01 2.138721012E-02
 1.918862909E-01 2.138894610E-02
 1.923077404E-01 2.139060944E-02
 1.927080899E-01 2.139215171E-02
 1.930872053E-01 2.139352076E-02
 1.934451461E-01 2.139492519E-02
 1.937821656E-01 2.139656618E-02
 1.940986365E-01 2.139839903E-02
 1.943950802E-01 2.140038460E-02
 1.946721375E-01 2.140248567E-02
 1.949304789E-01 2.140466310E-02
 1.951709241E-01 2.140689082E-02
 1.953942627E-01 2.140913717E-02
 1.956013590E-01 2.141137980E-02
 1.957930773E-01 2.141359635E-02
 1.959703118E-01 2.141576819E-02
 1.961339116E-01 2.141788229E-02
 1.962847412E-01 2.141992375E-02
 1.964236349E-01 2.142188139E-02
 1.965513825E-01 2.142374404E-02
 1.966687739E-01 2.142549120E-02
 1.967765540E-01 2.142694965E-02
 1.968754232E-01 2.142809145E-02
 1.969660521E-01 2.142895758E-02
 1.970490664E-01 2.142958902E-02
 1.971250474E-01 2.143001743E-02
 1.971945614E-01 2.143027261E-02
 1.972581297E-01 2.143037692E-02
 1.973161995E-01 2.143035457E-02
 1.973692626E-01 2.143022418E-02
 1.974177063E-01 2.142999880E-02
 1.974619180E-01 2.142969333E-02
 1.975022554E-01 2.142931893E-02
 1.975390464E-01 2.142888308E-02
 1.975725889E-01 2.142839320E-02
 1.976031661E-01 2.142785303E-02
 1.976310462E-01 2.142726630E-02
 1.976564378E-01 2.142662928E-02
ZONE T="7"
 STRANDID=0, SOLUTIONTIME=0
 I=31, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 9.328518808E-02 1.257752348E-02
 9.328518808E-02 1.271772571E-02
 9.328518808E-02 1.285792794E-02
 9.328518808E-02 1.299813017E-02
 9.328518808E-02 1.313833240E-02
 9.328518808E-02 1.327853557E-02
 9.328518808E-02 1.341873780E-02
 9.328518808E-02 1.355894003E-02
 9.328518808E-02 1.369914226E-02
 9.328518808E-02 1.383934449E-02
 9.328518808E-02 1.397954673E-02
 9.328518808E-02 1.411974989E-02
 9.328518808E-02 1.425995212E-02
 9.328518808E-02 1.440015435E-02
 9.328518808E-02 1.454035658E-02
 9.328518808E-02 1.468055882E-02
 9.328518808E-02 1.482076198E-02
 9.328518808E-02 1.496096421E-02
 9.328518808E-02 1.510116644E-02
 9.328518808E-02 1.524136867E-02
 9.328518808E-02 1.538157091E-02
 9.328518808E-02 1.552177407E-02
 9.328518808E-02 1.566197537E-02
 9.328518808E-02 1.580217853E-02
 9.328518808E-02 1.594238169E-02
 9.328518808E-02 1.608258300E-02
