# CFD data extracted (using Tecplot) by interpolating from original grid onto fixed set of points
# SA model
VARIABLES = "X","Y","u/Uref"
ZONE T="CFL3D, x=1.01"
 1.009999990E+00 -1.645622397E-04 3.876841664E-01
 1.009999990E+00 -1.584577694E-04 3.874802887E-01
 1.009999990E+00 -1.524936815E-04 3.872846365E-01
 1.009999990E+00 -1.466643589E-04 3.870962560E-01
 1.009999990E+00 -1.409643592E-04 3.869152963E-01
 1.009999990E+00 -1.353883417E-04 3.867408633E-01
 1.009999990E+00 -1.299311552E-04 3.865734339E-01
 1.009999990E+00 -1.245877211E-04 3.864119947E-01
 1.009999990E+00 -1.193531352E-04 3.862560689E-01
 1.009999990E+00 -1.142226029E-04 3.861056864E-01
 1.009999990E+00 -1.091914455E-04 3.859613240E-01
 1.009999990E+00 -1.042550866E-04 3.858211637E-01
 1.009999990E+00 -9.940905875E-05 3.856867254E-01
 1.009999990E+00 -9.464901086E-05 3.855561316E-01
 1.009999990E+00 -8.997067198E-05 3.854298294E-01
 1.009999990E+00 -8.536985843E-05 3.853077292E-01
 1.009999990E+00 -8.084248839E-05 3.851895928E-01
 1.009999990E+00 -7.638454554E-05 3.850747049E-01
 1.009999990E+00 -7.199210813E-05 3.849639595E-01
 1.009999990E+00 -6.766131264E-05 3.848566115E-01
 1.009999990E+00 -6.338836829E-05 3.847515285E-01
 1.009999990E+00 -5.916956070E-05 3.846504390E-01
 1.009999990E+00 -5.500121188E-05 3.845512569E-01
 1.009999990E+00 -5.087972022E-05 3.844558895E-01
 1.009999990E+00 -4.680152415E-05 3.843621910E-01
 1.009999990E+00 -4.276312029E-05 3.842713833E-01
 1.009999990E+00 -3.876104165E-05 3.841830492E-01
 1.009999990E+00 -3.479186489E-05 3.840964139E-01
 1.009999990E+00 -3.085220305E-05 3.840118945E-01
 1.009999990E+00 -2.693869828E-05 3.839299381E-01
 1.009999990E+00 -2.304802729E-05 3.838494122E-01
 1.009999990E+00 -1.917689042E-05 3.837706745E-01
 1.009999990E+00 -1.532200804E-05 3.836936951E-01
 1.009999990E+00 -1.148011779E-05 3.836184144E-01
 1.009999990E+00 -7.647975508E-06 3.835446239E-01
 1.009999990E+00 -3.822345661E-06 3.834723830E-01
 1.009999990E+00 0.000000000E+00 3.834037483E-01
 1.009999990E+00 3.822347935E-06 3.833321929E-01
 1.009999990E+00 7.647980055E-06 3.832641244E-01
 1.009999990E+00 1.148012416E-05 3.831973374E-01
 1.009999990E+00 1.532201532E-05 3.831316829E-01
 1.009999990E+00 1.917690133E-05 3.830672503E-01
 1.009999990E+00 2.304804002E-05 3.830039501E-01
 1.009999990E+00 2.693871284E-05 3.829417229E-01
 1.009999990E+00 3.085221761E-05 3.828800321E-01
 1.009999990E+00 3.479188308E-05 3.828199506E-01
 1.009999990E+00 3.876106348E-05 3.827608824E-01
 1.009999990E+00 4.276314212E-05 3.827022910E-01
 1.009999990E+00 4.680154962E-05 3.826447427E-01
 1.009999990E+00 5.087974569E-05 3.825886548E-01
 1.009999990E+00 5.500124098E-05 3.825325966E-01
 1.009999990E+00 5.916958980E-05 3.824785054E-01
 1.009999990E+00 6.338840467E-05 3.824244738E-01
 1.009999990E+00 6.766134902E-05 3.823724687E-01
 1.009999990E+00 7.199214451E-05 3.823204637E-01
 1.009999990E+00 7.638458919E-05 3.822695911E-01
 1.009999990E+00 8.084253204E-05 3.822203577E-01
 1.009999990E+00 8.536990208E-05 3.821717203E-01
 1.009999990E+00 8.997071563E-05 3.821243048E-01
 1.009999990E+00 9.464906179E-05 3.820781708E-01
 1.009999990E+00 9.940911696E-05 3.820332289E-01
 1.009999990E+00 1.042551376E-04 3.819887638E-01
 1.009999990E+00 1.091915037E-04 3.819466829E-01
 1.009999990E+00 1.142226683E-04 3.819051981E-01
 1.009999990E+00 1.193532007E-04 3.818658888E-01
 1.009999990E+00 1.245877793E-04 3.818282187E-01
 1.009999990E+00 1.299312280E-04 3.817918599E-01
 1.009999990E+00 1.353884290E-04 3.817571104E-01
 1.009999990E+00 1.409644319E-04 3.817248344E-01
