variables="x","cf"
zone, t="CFL3D"
 -2.477601051E+00 0.000000000E+00
 -2.432555914E+00 0.000000000E+00
 -2.388329744E+00 0.000000000E+00
 -2.344907045E+00 0.000000000E+00
 -2.302273989E+00 0.000000000E+00
 -2.260415554E+00 0.000000000E+00
 -2.219317675E+00 0.000000000E+00
 -2.178966999E+00 0.000000000E+00
 -2.139349699E+00 0.000000000E+00
 -2.100452185E+00 0.000000000E+00
 -2.062261820E+00 0.000000000E+00
 -2.024765491E+00 0.000000000E+00
 -1.987950563E+00 0.000000000E+00
 -1.951804757E+00 0.000000000E+00
 -1.916315794E+00 0.000000000E+00
 -1.881471753E+00 0.000000000E+00
 -1.847261071E+00 0.000000000E+00
 -1.813671947E+00 0.000000000E+00
 -1.780693293E+00 0.000000000E+00
 -1.748314023E+00 0.000000000E+00
 -1.716523051E+00 0.000000000E+00
 -1.685309887E+00 0.000000000E+00
 -1.654663801E+00 0.000000000E+00
 -1.624574780E+00 0.000000000E+00
 -1.595032454E+00 0.000000000E+00
 -1.566026926E+00 0.000000000E+00
 -1.537548423E+00 0.000000000E+00
 -1.509587407E+00 0.000000000E+00
 -1.482134581E+00 0.000000000E+00
 -1.455180407E+00 0.000000000E+00
 -1.428716063E+00 0.000000000E+00
 -1.402732611E+00 2.357750185E-25
 -1.377221227E+00 0.000000000E+00
 -1.352173448E+00 0.000000000E+00
 -1.327580571E+00 0.000000000E+00
 -1.303434610E+00 0.000000000E+00
 -1.279727340E+00 5.147605834E-25
 -1.256450772E+00 5.238442181E-25
 -1.233597040E+00 0.000000000E+00
 -1.211158514E+00 0.000000000E+00
 -1.189127684E+00 0.000000000E+00
 -1.167496920E+00 0.000000000E+00
 -1.146259189E+00 0.000000000E+00
 -1.125407219E+00 0.000000000E+00
 -1.104933977E+00 0.000000000E+00
 -1.084832668E+00 0.000000000E+00
 -1.065096498E+00 0.000000000E+00
 -1.045718670E+00 0.000000000E+00
 -1.026692867E+00 0.000000000E+00
 -1.008012652E+00 0.000000000E+00
 -9.716637135E-01 0.000000000E+00
 -9.539828300E-01 0.000000000E+00
 -9.366229773E-01 0.000000000E+00
 -9.195784330E-01 0.000000000E+00
 -9.028432965E-01 0.000000000E+00
 -8.864120841E-01 0.000000000E+00
 -8.702791333E-01 0.000000000E+00
 -8.544391394E-01 0.000000000E+00
 -8.388866782E-01 0.000000000E+00
