# PDF of fluctuation velocity in a strained channel at different channel heights
# Normalization is by u_tau(0) (i.e. unstrained channel u_tau)
# STRAIN TIME = 0.77
#
# y = 0.0261,  y+ =  10
#
# u,v,w = normalized fluctuation velocity values
# p(s) = probability density function of s
#
#      u           p(u)           v             p(v)           w            p(w)
 -4.04462E+00   2.03589E-05  -3.79844E+00   5.64918E-06  -4.41769E+00   4.06917E-05
 -4.01776E+00   3.44146E-05  -3.77896E+00   2.01105E-06  -4.39136E+00   3.93317E-05
 -3.99091E+00   3.44058E-05  -3.75948E+00   8.07329E-07  -4.36504E+00   5.06012E-05
 -3.96405E+00   3.47718E-05  -3.73999E+00   2.61240E-06  -4.33871E+00   5.72803E-05
 -3.93693E+00   4.02714E-05  -3.72051E+00   1.93888E-06  -4.31264E+00   5.69316E-05
 -3.91008E+00   4.86701E-05  -3.70103E+00   1.33824E-07  -4.28631E+00   4.99598E-05
 -3.88322E+00   5.03850E-05  -3.68181E+00   1.68419E-06  -4.25998E+00   4.94268E-05
 -3.85637E+00   5.01013E-05  -3.66232E+00   3.17828E-06  -4.23366E+00   7.18137E-05
 -3.82925E+00   4.74686E-05  -3.64284E+00   3.17828E-06  -4.20759E+00   7.01350E-05
 -3.80239E+00   5.07959E-05  -3.62336E+00   3.17828E-06  -4.18126E+00   9.20462E-05
 -3.77554E+00   5.69919E-05  -3.60387E+00   3.17828E-06  -4.15493E+00   1.03865E-04
 -3.74868E+00   7.44011E-05  -3.58439E+00   1.96718E-06  -4.12860E+00   1.10750E-04
 -3.72156E+00   9.30480E-05  -3.56517E+00   1.62133E-07  -4.10254E+00   1.20133E-04
 -3.69471E+00   1.07447E-04  -3.54569E+00   1.65569E-06  -4.07621E+00   1.36244E-04
 -3.66785E+00   1.15255E-04  -3.52620E+00   2.88397E-06  -4.04988E+00   1.71352E-04
 -3.64100E+00   1.55696E-04  -3.50672E+00   1.07880E-06  -4.02355E+00   1.71700E-04
 -3.61414E+00   2.19957E-04  -3.48724E+00   7.26273E-07  -3.99722E+00   1.86317E-04
 -3.58702E+00   2.41267E-04  -3.46775E+00   2.53134E-06  -3.97116E+00   1.86570E-04
 -3.56017E+00   2.73556E-04  -3.44853E+00   3.17828E-06  -3.94483E+00   1.96764E-04
 -3.53331E+00   2.97033E-04  -3.42905E+00   3.17828E-06  -3.91850E+00   2.11504E-04
 -3.50646E+00   3.58515E-04  -3.40957E+00   9.63691E-06  -3.89217E+00   1.98211E-04
 -3.47934E+00   4.22952E-04  -3.39008E+00   1.49176E-05  -3.86611E+00   1.90336E-04
 -3.45248E+00   5.10499E-04  -3.37060E+00   8.96774E-06  -3.83978E+00   2.06215E-04
 -3.42563E+00   5.05995E-04  -3.35112E+00   7.47356E-06  -3.81345E+00   2.38785E-04
 -3.39877E+00   6.50135E-04  -3.33190E+00   7.03159E-06  -3.78712E+00   2.81106E-04
 -3.37165E+00   7.66853E-04  -3.31241E+00   7.41938E-06  -3.76106E+00   3.14796E-04
 -3.34480E+00   8.45753E-04  -3.29293E+00   4.23171E-06  -3.73473E+00   3.18671E-04
 -3.31794E+00   9.68356E-04  -3.27345E+00   6.93062E-06  -3.70840E+00   3.69666E-04
 -3.29109E+00   1.01218E-03  -3.25396E+00   1.65397E-05  -3.68207E+00   3.95473E-04
 -3.26423E+00   1.15430E-03  -3.23448E+00   1.57403E-05  -3.65574E+00   3.89612E-04
 -3.23711E+00   1.29660E-03  -3.21526E+00   1.43031E-05  -3.62968E+00   3.88922E-04
 -3.21026E+00   1.42503E-03  -3.19578E+00   1.20624E-05  -3.60335E+00   4.08868E-04
 -3.18340E+00   1.61645E-03  -3.17629E+00   2.29353E-05  -3.57702E+00   4.51094E-04
 -3.15655E+00   1.74331E-03  -3.15681E+00   2.34305E-05  -3.55069E+00   5.47801E-04
 -3.12943E+00   1.92669E-03  -3.13733E+00   1.40535E-05  -3.52462E+00   5.39210E-04
 -3.10257E+00   2.21455E-03  -3.11785E+00   2.30232E-05  -3.49829E+00   5.54700E-04
 -3.07572E+00   2.74202E-03  -3.09863E+00   1.74857E-05  -3.47197E+00   6.38701E-04
 -3.04886E+00   3.11502E-03  -3.07914E+00   1.80851E-05  -3.44564E+00   6.69005E-04
 -3.02175E+00   3.41285E-03  -3.05966E+00   3.69766E-05  -3.41957E+00   6.85041E-04
 -2.99489E+00   3.80863E-03  -3.04018E+00   3.00757E-05  -3.39324E+00   7.43385E-04
 -2.96803E+00   4.20277E-03  -3.02069E+00   1.43284E-05  -3.36691E+00   8.02888E-04
 -2.94118E+00   4.49268E-03  -3.00121E+00   1.76171E-05  -3.34059E+00   8.49631E-04
 -2.91406E+00   5.00931E-03  -2.98199E+00   3.69059E-05  -3.31452E+00   9.28651E-04
 -2.88721E+00   5.49838E-03  -2.96251E+00   3.03648E-05  -3.28819E+00   9.30493E-04
 -2.86035E+00   6.08529E-03  -2.94302E+00   2.93198E-05  -3.26186E+00   9.80580E-04
 -2.83350E+00   6.81427E-03  -2.92354E+00   3.73284E-05  -3.23553E+00   1.04786E-03
 -2.80664E+00   7.64930E-03  -2.90406E+00   4.43364E-05  -3.20921E+00   1.12224E-03
 -2.77952E+00   8.27339E-03  -2.88457E+00   4.69975E-05  -3.18314E+00   1.22112E-03
 -2.75267E+00   9.00295E-03  -2.86535E+00   4.30629E-05  -3.15681E+00   1.26602E-03
 -2.72581E+00   1.01223E-02  -2.84587E+00   3.94104E-05  -3.13048E+00   1.34661E-03
 -2.69896E+00   1.16665E-02  -2.82639E+00   5.51739E-05  -3.10415E+00   1.37602E-03
 -2.67184E+00   1.31647E-02  -2.80690E+00   7.84498E-05  -3.07809E+00   1.52839E-03
 -2.64498E+00   1.42923E-02  -2.78742E+00   5.22844E-05  -3.05176E+00   1.77740E-03
 -2.61810E+00   1.55294E-02  -2.76794E+00   6.79276E-05  -3.02543E+00   1.92554E-03
 -2.59119E+00   1.71091E-02  -2.74872E+00   1.25213E-04  -2.99910E+00   2.02107E-03
 -2.56428E+00   1.86649E-02  -2.72923E+00   9.96326E-05  -2.97304E+00   2.18068E-03
 -2.53735E+00   1.99836E-02  -2.70975E+00   9.47995E-05  -2.94671E+00   2.37127E-03
 -2.51044E+00   2.17813E-02  -2.69027E+00   9.88392E-05  -2.92038E+00   2.57189E-03
 -2.48353E+00   2.33890E-02  -2.67078E+00   9.50967E-05  -2.89405E+00   2.79230E-03
 -2.45660E+00   2.51675E-02  -2.65130E+00   1.16107E-04  -2.86772E+00   2.98957E-03
 -2.42969E+00   2.69436E-02  -2.63198E+00   1.32914E-04  -2.84166E+00   3.17218E-03
 -2.40278E+00   2.90058E-02  -2.61252E+00   1.53916E-04  -2.81533E+00   3.50443E-03
 -2.37585E+00   3.13308E-02  -2.59309E+00   1.53411E-04  -2.78900E+00   3.81061E-03
 -2.34894E+00   3.36576E-02  -2.57366E+00   1.63103E-04  -2.76267E+00   3.96081E-03
 -2.32203E+00   3.61616E-02  -2.55420E+00   1.62194E-04  -2.73661E+00   4.01888E-03
 -2.29510E+00   3.91672E-02  -2.53477E+00   1.98790E-04  -2.71028E+00   4.30206E-03
 -2.26819E+00   4.16152E-02  -2.51534E+00   2.43108E-04  -2.68395E+00   4.70747E-03
 -2.24128E+00   4.45136E-02  -2.49588E+00   2.20095E-04  -2.65762E+00   5.09335E-03
 -2.21435E+00   4.81334E-02  -2.47645E+00   2.55540E-04  -2.63145E+00   5.35279E-03
 -2.18744E+00   5.16769E-02  -2.45702E+00   3.13078E-04  -2.60517E+00   5.59204E-03
 -2.16053E+00   5.56918E-02  -2.43756E+00   3.28399E-04  -2.57890E+00   6.22508E-03
 -2.13360E+00   5.92097E-02  -2.41813E+00   3.60529E-04  -2.55265E+00   6.77822E-03
 -2.10669E+00   6.29565E-02  -2.39870E+00   3.30583E-04  -2.52637E+00   7.08583E-03
 -2.07978E+00   6.70122E-02  -2.37925E+00   3.89273E-04  -2.50009E+00   7.52324E-03
 -2.05285E+00   7.08582E-02  -2.35982E+00   4.31529E-04  -2.47385E+00   8.10872E-03
 -2.02594E+00   7.47332E-02  -2.34038E+00   4.52056E-04  -2.44757E+00   8.79793E-03
 -1.99903E+00   7.86665E-02  -2.32093E+00   4.11659E-04  -2.42129E+00   9.36976E-03
 -1.97210E+00   8.25591E-02  -2.30150E+00   5.32253E-04  -2.39504E+00   1.00849E-02
 -1.94519E+00   8.71800E-02  -2.28204E+00   6.26893E-04  -2.36877E+00   1.06670E-02
 -1.91828E+00   9.19350E-02  -2.26261E+00   6.60164E-04  -2.34249E+00   1.13603E-02
 -1.89135E+00   9.66025E-02  -2.24318E+00   7.21230E-04  -2.31624E+00   1.22951E-02
 -1.86444E+00   1.00990E-01  -2.22372E+00   7.45516E-04  -2.28997E+00   1.31481E-02
 -1.83753E+00   1.07016E-01  -2.20429E+00   8.12676E-04  -2.26369E+00   1.40939E-02
 -1.81060E+00   1.12394E-01  -2.18486E+00   9.05850E-04  -2.23744E+00   1.51427E-02
 -1.78369E+00   1.17569E-01  -2.16540E+00   8.90690E-04  -2.21116E+00   1.60366E-02
 -1.75678E+00   1.22790E-01  -2.14597E+00   8.95016E-04  -2.18489E+00   1.68705E-02
 -1.72985E+00   1.27801E-01  -2.12654E+00   9.92526E-04  -2.15864E+00   1.80346E-02
 -1.70294E+00   1.33844E-01  -2.10709E+00   1.07172E-03  -2.13236E+00   1.89934E-02
 -1.67603E+00   1.39584E-01  -2.08766E+00   1.14631E-03  -2.10609E+00   2.02530E-02
 -1.64910E+00   1.45918E-01  -2.06823E+00   1.24728E-03  -2.07984E+00   2.15646E-02
 -1.62219E+00   1.51990E-01  -2.04877E+00   1.26517E-03  -2.05356E+00   2.28911E-02
 -1.59528E+00   1.57689E-01  -2.02934E+00   1.33884E-03  -2.02728E+00   2.41658E-02
 -1.56835E+00   1.63894E-01  -2.00991E+00   1.34602E-03  -2.00103E+00   2.56131E-02
 -1.54144E+00   1.70805E-01  -1.99045E+00   1.55129E-03  -1.97476E+00   2.71096E-02
 -1.51453E+00   1.77926E-01  -1.97102E+00   1.59697E-03  -1.94848E+00   2.87316E-02
 -1.48760E+00   1.82961E-01  -1.95159E+00   1.69915E-03  -1.92223E+00   3.07337E-02
 -1.46069E+00   1.88473E-01  -1.93213E+00   1.87824E-03  -1.89596E+00   3.25297E-02
 -1.43378E+00   1.94534E-01  -1.91270E+00   2.08563E-03  -1.86968E+00   3.45496E-02
 -1.40685E+00   2.01031E-01  -1.89327E+00   2.09574E-03  -1.84343E+00   3.68813E-02
 -1.37994E+00   2.07237E-01  -1.87381E+00   2.10403E-03  -1.81715E+00   3.98449E-02
 -1.35303E+00   2.13460E-01  -1.85438E+00   2.30940E-03  -1.79088E+00   4.26317E-02
 -1.32610E+00   2.19316E-01  -1.83495E+00   2.60603E-03  -1.76463E+00   4.56840E-02
 -1.29919E+00   2.25662E-01  -1.81550E+00   2.76774E-03  -1.73835E+00   4.84647E-02
 -1.27228E+00   2.32049E-01  -1.79607E+00   2.88579E-03  -1.71208E+00   5.14671E-02
 -1.24535E+00   2.37375E-01  -1.77661E+00   3.12906E-03  -1.68583E+00   5.43215E-02
 -1.21844E+00   2.42613E-01  -1.75718E+00   3.38809E-03  -1.65955E+00   5.78679E-02
 -1.19153E+00   2.48516E-01  -1.73775E+00   3.66482E-03  -1.63327E+00   6.15015E-02
 -1.16460E+00   2.53650E-01  -1.71829E+00   3.86897E-03  -1.60703E+00   6.53570E-02
 -1.13769E+00   2.58935E-01  -1.69886E+00   3.99925E-03  -1.58075E+00   6.93435E-02
 -1.11078E+00   2.64343E-01  -1.67943E+00   4.41696E-03  -1.55447E+00   7.28850E-02
 -1.08385E+00   2.70660E-01  -1.65997E+00   4.90239E-03  -1.52822E+00   7.75320E-02
 -1.05694E+00   2.75042E-01  -1.64054E+00   5.24451E-03  -1.50195E+00   8.23496E-02
 -1.03003E+00   2.78718E-01  -1.62111E+00   5.78502E-03  -1.47567E+00   8.64780E-02
 -1.00310E+00   2.83543E-01  -1.60165E+00   6.09974E-03  -1.44942E+00   9.10022E-02
 -9.76189E-01   2.87267E-01  -1.58222E+00   6.24013E-03  -1.42315E+00   9.61473E-02
 -9.49281E-01   2.92098E-01  -1.56279E+00   6.80813E-03  -1.39687E+00   1.01866E-01
 -9.22347E-01   2.96777E-01  -1.54334E+00   7.53571E-03  -1.37062E+00   1.07386E-01
 -8.95439E-01   3.00203E-01  -1.52391E+00   7.91926E-03  -1.34434E+00   1.13343E-01
 -8.68531E-01   3.03863E-01  -1.50447E+00   8.61350E-03  -1.31807E+00   1.18966E-01
 -8.41597E-01   3.06211E-01  -1.48502E+00   9.11480E-03  -1.29182E+00   1.24992E-01
 -8.14689E-01   3.09235E-01  -1.46559E+00   9.71322E-03  -1.26554E+00   1.30887E-01
 -7.87781E-01   3.13699E-01  -1.44616E+00   1.03392E-02  -1.23927E+00   1.38052E-01
 -7.60847E-01   3.17323E-01  -1.42670E+00   1.10780E-02  -1.21302E+00   1.45381E-01
 -7.33939E-01   3.20196E-01  -1.40727E+00   1.19887E-02  -1.18674E+00   1.53112E-01
 -7.07031E-01   3.22667E-01  -1.38784E+00   1.26496E-02  -1.16046E+00   1.61171E-01
 -6.80097E-01   3.24695E-01  -1.36838E+00   1.30084E-02  -1.13421E+00   1.68186E-01
 -6.53189E-01   3.26291E-01  -1.34895E+00   1.41070E-02  -1.10794E+00   1.76307E-01
 -6.26281E-01   3.28342E-01  -1.32952E+00   1.50813E-02  -1.08166E+00   1.84509E-01
 -5.99347E-01   3.29281E-01  -1.31006E+00   1.64852E-02  -1.05541E+00   1.93250E-01
 -5.72439E-01   3.30067E-01  -1.29063E+00   1.75464E-02  -1.02914E+00   2.02701E-01
 -5.45531E-01   3.32451E-01  -1.27120E+00   1.84772E-02  -1.00286E+00   2.11804E-01
 -5.18596E-01   3.33820E-01  -1.25175E+00   1.99053E-02  -9.76611E-01   2.19644E-01
 -4.91689E-01   3.34164E-01  -1.23232E+00   2.13263E-02  -9.50335E-01   2.29723E-01
 -4.64781E-01   3.35702E-01  -1.21286E+00   2.30253E-02  -9.24059E-01   2.40778E-01
 -4.37846E-01   3.36448E-01  -1.19343E+00   2.49466E-02  -8.97809E-01   2.50515E-01
 -4.10938E-01   3.36594E-01  -1.17400E+00   2.67496E-02  -8.71533E-01   2.60519E-01
 -3.84030E-01   3.37264E-01  -1.15454E+00   2.85951E-02  -8.45257E-01   2.70618E-01
 -3.57096E-01   3.38004E-01  -1.13511E+00   3.05690E-02  -8.19007E-01   2.79871E-01
 -3.30188E-01   3.36821E-01  -1.11568E+00   3.24923E-02  -7.92731E-01   2.90899E-01
 -3.03280E-01   3.36967E-01  -1.09622E+00   3.56830E-02  -7.66455E-01   3.00015E-01
 -2.76346E-01   3.37002E-01  -1.07679E+00   3.75649E-02  -7.40205E-01   3.10217E-01
 -2.49441E-01   3.37608E-01  -1.05736E+00   4.10355E-02  -7.13929E-01   3.21135E-01
 -2.22522E-01   3.37707E-01  -1.03790E+00   4.43728E-02  -6.87653E-01   3.31712E-01
 -1.95606E-01   3.37876E-01  -1.01847E+00   4.73513E-02  -6.61403E-01   3.42514E-01
 -1.68691E-01   3.37520E-01  -9.99043E-01   5.10301E-02  -6.35127E-01   3.55534E-01
 -1.41772E-01   3.35358E-01  -9.79586E-01   5.39762E-02  -6.08851E-01   3.66370E-01
 -1.14856E-01   3.33703E-01  -9.60155E-01   5.73580E-02  -5.82602E-01   3.76510E-01
 -8.79405E-02   3.31827E-01  -9.40725E-01   6.19080E-02  -5.56326E-01   3.87435E-01
 -6.10220E-02   3.30551E-01  -9.21268E-01   6.66006E-02  -5.30049E-01   3.97800E-01
 -3.41062E-02   3.27970E-01  -9.01837E-01   7.15054E-02  -5.03800E-01   4.08159E-01
 -7.18984E-03   3.25528E-01  -8.82407E-01   7.61697E-02  -4.77524E-01   4.20455E-01
  1.97268E-02   3.23005E-01  -8.62950E-01   8.27189E-02  -4.51248E-01   4.30814E-01
  4.66439E-02   3.19905E-01  -8.43519E-01   8.85010E-02  -4.24998E-01   4.40517E-01
  7.35598E-02   3.16910E-01  -8.24088E-01   9.41770E-02  -3.98722E-01   4.49197E-01
  1.00476E-01   3.14352E-01  -8.04632E-01   1.01371E-01  -3.72446E-01   4.58525E-01
  1.27394E-01   3.10849E-01  -7.85201E-01   1.08365E-01  -3.46196E-01   4.66557E-01
  1.54310E-01   3.09037E-01  -7.65770E-01   1.17228E-01  -3.19920E-01   4.75360E-01
  1.81226E-01   3.06357E-01  -7.46313E-01   1.25506E-01  -2.93644E-01   4.82811E-01
  2.08144E-01   3.02452E-01  -7.26883E-01   1.34450E-01  -2.67394E-01   4.91648E-01
  2.35060E-01   2.99854E-01  -7.07426E-01   1.45800E-01  -2.41116E-01   4.95749E-01
  2.61976E-01   2.97336E-01  -6.87995E-01   1.55614E-01  -2.14847E-01   5.00498E-01
  2.88905E-01   2.93782E-01  -6.68565E-01   1.67510E-01  -1.88582E-01   5.07738E-01
  3.15813E-01   2.91276E-01  -6.49108E-01   1.79062E-01  -1.62314E-01   5.12140E-01
  3.42721E-01   2.88287E-01  -6.29677E-01   1.92120E-01  -1.36046E-01   5.15811E-01
  3.69655E-01   2.85798E-01  -6.10247E-01   2.04258E-01  -1.09778E-01   5.19127E-01
  3.96563E-01   2.83351E-01  -5.90790E-01   2.19095E-01  -8.35120E-02   5.21864E-01
  4.23471E-01   2.79826E-01  -5.71359E-01   2.34649E-01  -5.72439E-02   5.20035E-01
  4.50405E-01   2.75601E-01  -5.51929E-01   2.52791E-01  -3.09757E-02   5.22116E-01
  4.77313E-01   2.72845E-01  -5.32472E-01   2.71003E-01  -4.70942E-03   5.21277E-01
  5.04221E-01   2.69325E-01  -5.13041E-01   2.88943E-01   2.15579E-02   5.20731E-01
  5.31155E-01   2.65625E-01  -4.93611E-01   3.10288E-01   4.78261E-02   5.19155E-01
  5.58063E-01   2.62018E-01  -4.74154E-01   3.32675E-01   7.40916E-02   5.16753E-01
  5.84971E-01   2.58382E-01  -4.54723E-01   3.56628E-01   1.00360E-01   5.13764E-01
  6.11905E-01   2.54612E-01  -4.35292E-01   3.82501E-01   1.26628E-01   5.12037E-01
  6.38813E-01   2.51593E-01  -4.15836E-01   4.09587E-01   1.52893E-01   5.07315E-01
  6.65721E-01   2.47520E-01  -3.96405E-01   4.43182E-01   1.79162E-01   5.00253E-01
  6.92656E-01   2.43726E-01  -3.76974E-01   4.75362E-01   2.05430E-01   4.96077E-01
  7.19563E-01   2.39980E-01  -3.57517E-01   5.08634E-01   2.31698E-01   4.91696E-01
  7.46471E-01   2.36233E-01  -3.38087E-01   5.45422E-01   2.57963E-01   4.86046E-01
  7.73406E-01   2.32346E-01  -3.18656E-01   5.81392E-01   2.84218E-01   4.78785E-01
  8.00314E-01   2.28745E-01  -2.99199E-01   6.16675E-01   3.10494E-01   4.70337E-01
  8.27222E-01   2.25779E-01  -2.79769E-01   6.60205E-01   3.36770E-01   4.61917E-01
  8.54156E-01   2.21793E-01  -2.60325E-01   7.03037E-01   3.63020E-01   4.55564E-01
  8.81064E-01   2.16956E-01  -2.40887E-01   7.50883E-01   3.89296E-01   4.45512E-01
  9.07972E-01   2.13116E-01  -2.21445E-01   7.99032E-01   4.15572E-01   4.35700E-01
  9.34880E-01   2.10821E-01  -2.02007E-01   8.47352E-01   4.41848E-01   4.26890E-01
  9.61814E-01   2.07318E-01  -1.82566E-01   8.98230E-01   4.68098E-01   4.17255E-01
  9.88722E-01   2.02942E-01  -1.63127E-01   9.50583E-01   4.94374E-01   4.08370E-01
  1.01563E+00   1.99510E-01  -1.43686E-01   1.00110E+00   5.20650E-01   3.96886E-01
  1.04256E+00   1.95926E-01  -1.24248E-01   1.05201E+00   5.46900E-01   3.85442E-01
  1.06947E+00   1.92348E-01  -1.04809E-01   1.09719E+00   5.73176E-01   3.75125E-01
  1.09638E+00   1.87733E-01  -8.53682E-02   1.14399E+00   5.99452E-01   3.63913E-01
  1.12331E+00   1.83171E-01  -6.59297E-02   1.19300E+00   6.25702E-01   3.54019E-01
  1.15022E+00   1.79459E-01  -4.64886E-02   1.23899E+00   6.51978E-01   3.43107E-01
  1.17713E+00   1.76703E-01  -2.70501E-02   1.27911E+00   6.78254E-01   3.33622E-01
  1.20406E+00   1.73771E-01  -7.60952E-03   1.31287E+00   7.04503E-01   3.22561E-01
  1.23097E+00   1.68964E-01   1.18300E-02   1.33278E+00   7.30780E-01   3.10244E-01
  1.25788E+00   1.65747E-01   3.12706E-02   1.34834E+00   7.57056E-01   2.99708E-01
  1.28481E+00   1.62770E-01   5.07091E-02   1.35774E+00   7.83305E-01   2.90271E-01
  1.31172E+00   1.59367E-01   7.01502E-02   1.35785E+00   8.09581E-01   2.80608E-01
  1.33863E+00   1.55532E-01   8.95887E-02   1.34622E+00   8.35857E-01   2.71696E-01
  1.36556E+00   1.52240E-01   1.09030E-01   1.33005E+00   8.62107E-01   2.61372E-01
  1.39247E+00   1.48989E-01   1.28468E-01   1.30337E+00   8.88383E-01   2.51048E-01
  1.41938E+00   1.45621E-01   1.47907E-01   1.27002E+00   9.14659E-01   2.41030E-01
  1.44631E+00   1.42305E-01   1.67348E-01   1.22514E+00   9.40909E-01   2.31975E-01
  1.47322E+00   1.38756E-01   1.86786E-01   1.17067E+00   9.67185E-01   2.23261E-01
  1.50013E+00   1.35720E-01   2.06227E-01   1.11326E+00   9.93461E-01   2.14370E-01
  1.52706E+00   1.32719E-01   2.25666E-01   1.05434E+00   1.01971E+00   2.04680E-01
  1.55397E+00   1.29351E-01   2.45107E-01   9.93526E-01   1.04599E+00   1.96423E-01
  1.58088E+00   1.25756E-01   2.64551E-01   9.29217E-01   1.07226E+00   1.88999E-01
  1.60781E+00   1.22382E-01   2.83981E-01   8.62330E-01   1.09851E+00   1.79985E-01
  1.63472E+00   1.19183E-01   3.03438E-01   7.97758E-01   1.12479E+00   1.71919E-01
  1.66163E+00   1.16368E-01   3.22869E-01   7.36814E-01   1.15106E+00   1.64031E-01
  1.68857E+00   1.13828E-01   3.42299E-01   6.79751E-01   1.17731E+00   1.55951E-01
  1.71547E+00   1.10739E-01   3.61756E-01   6.22345E-01   1.20359E+00   1.48083E-01
  1.74238E+00   1.07913E-01   3.81187E-01   5.69143E-01   1.22987E+00   1.41737E-01
  1.76932E+00   1.05757E-01   4.00618E-01   5.21530E-01   1.25612E+00   1.34654E-01
  1.79622E+00   1.03094E-01   4.20074E-01   4.76848E-01   1.28239E+00   1.28786E-01
  1.82313E+00   1.00256E-01   4.39505E-01   4.35178E-01   1.30867E+00   1.22924E-01
  1.85007E+00   9.74649E-02   4.58936E-01   3.97338E-01   1.33492E+00   1.16257E-01
  1.87697E+00   9.49359E-02   4.78393E-01   3.61267E-01   1.36119E+00   1.09365E-01
  1.90388E+00   9.18883E-02   4.97823E-01   3.28925E-01   1.38747E+00   1.04547E-01
  1.93082E+00   8.93186E-02   5.17254E-01   2.98564E-01   1.41372E+00   9.95729E-02
  1.95772E+00   8.66847E-02   5.36711E-01   2.70366E-01   1.44000E+00   9.38000E-02
  1.98463E+00   8.39285E-02   5.56141E-01   2.46767E-01   1.46627E+00   8.92621E-02
  2.01157E+00   8.10906E-02   5.75572E-01   2.24138E-01   1.49252E+00   8.48812E-02
  2.03847E+00   7.89521E-02   5.95029E-01   2.03773E-01   1.51880E+00   8.00295E-02
  2.06538E+00   7.63299E-02   6.14459E-01   1.85328E-01   1.54507E+00   7.59352E-02
  2.09232E+00   7.41796E-02   6.33890E-01   1.68440E-01   1.57132E+00   7.18341E-02
  2.11922E+00   7.19478E-02   6.53347E-01   1.52410E-01   1.59760E+00   6.79835E-02
  2.14613E+00   6.99491E-02   6.72777E-01   1.38150E-01   1.62388E+00   6.47080E-02
  2.17307E+00   6.82476E-02   6.92208E-01   1.24940E-01   1.65013E+00   6.14688E-02
  2.19997E+00   6.62314E-02   7.11665E-01   1.14055E-01   1.67640E+00   5.75137E-02
  2.22688E+00   6.39238E-02   7.31095E-01   1.03231E-01   1.70268E+00   5.39496E-02
  2.25382E+00   6.23097E-02   7.50526E-01   9.37919E-02   1.72893E+00   5.10127E-02
  2.28072E+00   6.05324E-02   7.69983E-01   8.46675E-02   1.75520E+00   4.83146E-02
  2.30763E+00   5.82773E-02   7.89414E-01   7.74422E-02   1.78148E+00   4.53639E-02
  2.33457E+00   5.64127E-02   8.08870E-01   7.09607E-02   1.80773E+00   4.29367E-02
  2.36147E+00   5.45147E-02   8.28301E-01   6.41093E-02   1.83400E+00   4.04993E-02
  2.38838E+00   5.24782E-02   8.47732E-01   5.82979E-02   1.86028E+00   3.76544E-02
  2.41532E+00   4.99981E-02   8.67189E-01   5.33688E-02   1.88653E+00   3.54374E-02
  2.44222E+00   4.84085E-02   8.86619E-01   4.90431E-02   1.91281E+00   3.36441E-02
  2.46913E+00   4.67378E-02   9.06050E-01   4.53723E-02   1.93908E+00   3.15014E-02
  2.49607E+00   4.51901E-02   9.25507E-01   4.08576E-02   1.96533E+00   2.91888E-02
  2.52297E+00   4.36145E-02   9.44937E-01   3.74032E-02   1.99161E+00   2.73839E-02
  2.54988E+00   4.19281E-02   9.64368E-01   3.43620E-02   2.01788E+00   2.63310E-02
  2.57682E+00   4.06252E-02   9.83825E-01   3.14624E-02   2.04413E+00   2.44026E-02
  2.60372E+00   3.90845E-02   1.00326E+00   2.85739E-02   2.07041E+00   2.28358E-02
  2.63063E+00   3.78683E-02   1.02269E+00   2.65020E-02   2.09669E+00   2.12275E-02
  2.65762E+00   3.68060E-02   1.04214E+00   2.46292E-02   2.12294E+00   2.00483E-02
  2.68447E+00   3.57018E-02   1.06157E+00   2.23340E-02   2.14921E+00   1.85757E-02
  2.71133E+00   3.43557E-02   1.08100E+00   2.02055E-02   2.17549E+00   1.73202E-02
