#
# From LES simulations of the flow over a wall-mounted hump
# Published in
#      Avdis A., Lardeau S. & Leschziner M.A. (2009) 
#           Large Eddy Simulation of Separated Flow over a Glauert-Goldschmied 
#           Wall-Mounted Hump with and without Control by Means of a Synthetic Jet
#           Flow, Turbulence And Combustion, 83, 343-370.
# (see also Greenblatt et al, AIAA Journal, vol.44, numb.2 pp.194-207)
# 
# Reference velocity: U_in
# Reference length: C 
# Re_C = U_in C/nu = 935,892
# 
# Other parameters:
#     Domain width z = 0.4 C
#     Hump height h = 0.13 C
#
# Boundary layer parameters upstream of the hump:
#     Momentum-thickness Reynolds number : Re_theta = 6771
#     Boundary-layer thickness : delta = 0.07 C  = 0.55 h
#     Displacement-thickness : delta^*  = 9.4 × 10−3 C = 0.073 h
#
# 
# Data: 
#    Resolution (nx,ny) = (207,23)
#    Domain extent from x = 0.625C to 1.583C
#
#    do i = 1,nx
#    do j = 1,ny
#       read(20,*) x(i,j),y(i,j),U(i,j),V(i,j),W(i,j)&
#                 ,uu(i,j),vv(i,j),ww(i,j)&
#                 ,uv(i,j),uw(i,j),vw(i,j)
#    enddo
#    read(20,*)
#    enddo
# 
#    x/C           y/C           U/U_in        V/U_in        W/U_in        uu/U_in^2     vv/U_in^2     ww/U_in^2     uv/U_in^2     uw/U_in^2     vw/U_in^2
     0.9511051     0.2129850     1.1389271    -0.1029768    -0.0000095     0.0002377     0.0002434     0.0000553     0.0000078    -0.0000029    -0.0000009
     0.9535866     0.2275588     1.1371542    -0.0982452    -0.0000006     0.0001651     0.0001520     0.0000298     0.0000089    -0.0000016    -0.0000002

     0.8822075     0.0083446    -0.2148163     0.0305894     0.0041867     0.0229839     0.0032639     0.0288462    -0.0030393     0.0006986    -0.0001189
     0.8835448     0.0132600    -0.2109584     0.0269070     0.0077002     0.0240782     0.0103271     0.0250914    -0.0047399     0.0013434     0.0000261
     0.8858767     0.0187621    -0.1872411     0.0187229     0.0059714     0.0271640     0.0162840     0.0247977    -0.0068505     0.0016486    -0.0000199
     0.8890461     0.0248238    -0.1548818     0.0083981     0.0042712     0.0320827     0.0214485     0.0268567    -0.0096881     0.0014219     0.0000479
     0.8928084     0.0313934    -0.1119583    -0.0037914     0.0011798     0.0382892     0.0262567     0.0298120    -0.0129474     0.0014380     0.0000936
     0.8969641     0.0384485    -0.0592733    -0.0167915    -0.0019469     0.0464231     0.0314596     0.0323922    -0.0170549     0.0008704     0.0001308
     0.9013547     0.0459800     0.0051197    -0.0296352     0.0014693     0.0541013     0.0360844     0.0362522    -0.0209285     0.0004203     0.0002610
     0.9058502     0.0539827     0.0832101    -0.0428346     0.0040374     0.0622810     0.0399123     0.0406292    -0.0250041    -0.0002117     0.0006083
     0.9103446     0.0624517     0.1779842    -0.0565365     0.0043989     0.0706905     0.0430836     0.0454735    -0.0286312    -0.0003675     0.0003735
     0.9147563     0.0713825     0.2927154    -0.0747161     0.0035047     0.0764314     0.0450677     0.0487423    -0.0314152    -0.0019285     0.0008563
     0.9190295     0.0807706     0.4212687    -0.0921839     0.0056508     0.0775976     0.0452580     0.0487684    -0.0322737    -0.0004262     0.0001047
     0.9231314     0.0906115     0.5634932    -0.1066124     0.0011719     0.0736155     0.0425172     0.0453527    -0.0308260     0.0002652    -0.0002945
     0.9270487     0.1009012     0.7102117    -0.1186632     0.0026947     0.0642532     0.0353938     0.0370650    -0.0264219    -0.0003683    -0.0004466
     0.9307819     0.1116357     0.8467232    -0.1261185    -0.0015358     0.0467709     0.0263393     0.0254544    -0.0191552     0.0000851    -0.0005083
     0.9343400     0.1228109     0.9541796    -0.1274281    -0.0006561     0.0273212     0.0173292     0.0154535    -0.0113922     0.0001922    -0.0002135
     0.9377359     0.1344231     1.0255171    -0.1254100     0.0004284     0.0130474     0.0102394     0.0077384    -0.0057153     0.0000265    -0.0000669
     0.9409831     0.1464682     1.0709754    -0.1224884     0.0008851     0.0057253     0.0056641     0.0036270    -0.0024545    -0.0001111     0.0000760
     0.9440936     0.1589430     1.1014613    -0.1194701     0.0002246     0.0026922     0.0030341     0.0016382    -0.0010373    -0.0000609     0.0000078
     0.9470770     0.1718444     1.1225416    -0.1162709    -0.0002067     0.0013947     0.0016020     0.0007256    -0.0004539    -0.0000028    -0.0000096
     0.9499397     0.1851707     1.1346848    -0.1124223     0.0000343     0.0007039     0.0008194     0.0002798    -0.0001479    -0.0000156    -0.0000001
     0.9526855     0.1989211     1.1381968    -0.1079106    -0.0000300     0.0003865     0.0004303     0.0001152    -0.0000226    -0.0000029    -0.0000023
     0.9553156     0.2130966     1.1374878    -0.1031371    -0.0000089     0.0002416     0.0002460     0.0000551     0.0000069    -0.0000030    -0.0000008
     0.9578286     0.2277003     1.1357685    -0.0983627    -0.0000004     0.0001680     0.0001541     0.0000297     0.0000080    -0.0000016    -0.0000002

     0.8859922     0.0078192    -0.2132893     0.0294180     0.0044266     0.0233671     0.0032943     0.0295717    -0.0030348     0.0006664    -0.0000363
     0.8873202     0.0127481    -0.2087120     0.0253784     0.0076993     0.0243385     0.0105410     0.0259386    -0.0048099     0.0013129     0.0000432
     0.8896508     0.0182711    -0.1842189     0.0165734     0.0061766     0.0275712     0.0166754     0.0255266    -0.0070818     0.0016543    -0.0000295
     0.8928227     0.0243546    -0.1522789     0.0064066     0.0042263     0.0324628     0.0217379     0.0274706    -0.0098482     0.0014025    -0.0000390
     0.8965928     0.0309499    -0.1092888    -0.0057149     0.0005621     0.0387827     0.0264648     0.0301133    -0.0131345     0.0012872     0.0001184
     0.9007622     0.0380351    -0.0569362    -0.0184165    -0.0022624     0.0468223     0.0320313     0.0330450    -0.0173396     0.0008625     0.0002989
     0.9051715     0.0455995     0.0074610    -0.0304174     0.0013308     0.0543940     0.0362748     0.0366401    -0.0210797     0.0004216     0.0002170
     0.9096892     0.0536365     0.0854043    -0.0434306     0.0036397     0.0626733     0.0400941     0.0408049    -0.0252277    -0.0001049     0.0004956
     0.9142084     0.0621404     0.1808314    -0.0576279     0.0039792     0.0711071     0.0431745     0.0459173    -0.0289474    -0.0002786     0.0004394
     0.9186470     0.0711060     0.2963434    -0.0760150     0.0032898     0.0763350     0.0451998     0.0490776    -0.0314801    -0.0016232     0.0005648
     0.9229487     0.0805287     0.4235685    -0.0938633     0.0052764     0.0776059     0.0450586     0.0481124    -0.0322003    -0.0002685    -0.0000955
     0.9270803     0.0904040     0.5650832    -0.1079708     0.0009879     0.0734820     0.0421671     0.0448932    -0.0305630     0.0002818    -0.0003428
     0.9310283     0.1007279     0.7113521    -0.1194875     0.0022324     0.0638503     0.0352065     0.0370937    -0.0261606    -0.0002448    -0.0005484
     0.9347927     0.1114965     0.8463929    -0.1266244    -0.0017830     0.0465012     0.0262415     0.0253991    -0.0190069     0.0002049    -0.0005972
     0.9383820     0.1227058     0.9529724    -0.1279564    -0.0006941     0.0273528     0.0173950     0.0155015    -0.0113973     0.0001636    -0.0002311
     0.9418092     0.1343517     1.0240399    -0.1260113     0.0003723     0.0131514     0.0102702     0.0077872    -0.0057492     0.0000189    -0.0000802
     0.9450876     0.1464303     1.0697293    -0.1228627     0.0008083     0.0057850     0.0057169     0.0036627    -0.0024746    -0.0001184     0.0000526
     0.9482293     0.1589383     1.1003683    -0.1198885     0.0002720     0.0026903     0.0030725     0.0016452    -0.0010400    -0.0000599     0.0000096
     0.9512436     0.1718724     1.1213740    -0.1166142    -0.0001598     0.0013928     0.0016116     0.0007203    -0.0004509    -0.0000029    -0.0000079
     0.9541375     0.1852308     1.1333402    -0.1126888     0.0000421     0.0007053     0.0008238     0.0002770    -0.0001452    -0.0000149     0.0000002
     0.9569147     0.1990127     1.1367393    -0.1080990    -0.0000291     0.0003905     0.0004337     0.0001145    -0.0000225    -0.0000029    -0.0000022
     0.9595765     0.2132189     1.1360254    -0.1032702    -0.0000089     0.0002454     0.0002488     0.0000548     0.0000059    -0.0000031    -0.0000008
     0.9621214     0.2278523     1.1343611    -0.0984571    -0.0000005     0.0001708     0.0001562     0.0000296     0.0000070    -0.0000017    -0.0000002

     0.8898160     0.0072934    -0.2116382     0.0283203     0.0045044     0.0237409     0.0032399     0.0304933    -0.0029845     0.0005417    -0.0000366
     0.8911375     0.0122422    -0.2058614     0.0237143     0.0075234     0.0247646     0.0105789     0.0269938    -0.0049008     0.0012315    -0.0000037
     0.8934696     0.0177914    -0.1812353     0.0146512     0.0066811     0.0279331     0.0169088     0.0263376    -0.0072289     0.0016956    -0.0000143
     0.8966419     0.0238966    -0.1493476     0.0046292     0.0031139     0.0327519     0.0219459     0.0281707    -0.0099762     0.0014164     0.0002535
     0.9004194     0.0305192    -0.1063267    -0.0076055    -0.0000478     0.0392678     0.0268482     0.0306988    -0.0134051     0.0011696     0.0001429
     0.9046027     0.0376359    -0.0545964    -0.0192385    -0.0018219     0.0469834     0.0323151     0.0338065    -0.0175460     0.0007858     0.0002019
     0.9090307     0.0452340     0.0100285    -0.0310909     0.0005525     0.0546838     0.0365217     0.0371846    -0.0211480     0.0003767     0.0000858
     0.9135706     0.0533056     0.0876512    -0.0437832     0.0032375     0.0632021     0.0403615     0.0413139    -0.0253286    -0.0000870     0.0003474
     0.9181148     0.0618442     0.1843869    -0.0590771     0.0025739     0.0715252     0.0432140     0.0463388    -0.0290258    -0.0001307     0.0005017
     0.9225807     0.0708443     0.3000097    -0.0778724     0.0030963     0.0762977     0.0452577     0.0492489    -0.0314409    -0.0012189     0.0000591
     0.9269113     0.0803011     0.4262533    -0.0953539     0.0048988     0.0776756     0.0447827     0.0477634    -0.0321094    -0.0001563    -0.0003366
     0.9310734     0.0902104     0.5667217    -0.1094461     0.0010791     0.0735987     0.0414943     0.0444905    -0.0301992     0.0003894    -0.0003507
     0.9350527     0.1005682     0.7122852    -0.1207321     0.0020673     0.0635865     0.0347920     0.0368195    -0.0258911    -0.0001486    -0.0006723
     0.9388489     0.1113706     0.8462645    -0.1274313    -0.0020422     0.0462096     0.0261482     0.0251489    -0.0188960     0.0004309    -0.0006274
     0.9424703     0.1226135     0.9517377    -0.1286773    -0.0005691     0.0273195     0.0174275     0.0154862    -0.0114073     0.0002023    -0.0002721
     0.9459295     0.1342929     1.0225989    -0.1265639     0.0003197     0.0132217     0.0102919     0.0077781    -0.0057886     0.0000284    -0.0000782
     0.9492397     0.1464047     1.0684012    -0.1234977     0.0008440     0.0058442     0.0057171     0.0036738    -0.0024990    -0.0001123     0.0000714
     0.9524131     0.1589455     1.0992476    -0.1203156     0.0002800     0.0026891     0.0030919     0.0016532    -0.0010353    -0.0000592     0.0000068
     0.9554592     0.1719121     1.1201985    -0.1169547    -0.0001421     0.0013872     0.0016199     0.0007147    -0.0004453    -0.0000055    -0.0000055
     0.9583848     0.1853024     1.1319616    -0.1129180     0.0000371     0.0007070     0.0008282     0.0002742    -0.0001428    -0.0000143     0.0000002
     0.9611940     0.1991155     1.1352529    -0.1082583    -0.0000290     0.0003943     0.0004366     0.0001138    -0.0000223    -0.0000031    -0.0000020
     0.9638879     0.2133521     1.1345391    -0.1033773    -0.0000092     0.0002492     0.0002517     0.0000546     0.0000050    -0.0000031    -0.0000007
     0.9664655     0.2280148     1.1329335    -0.0985259    -0.0000004     0.0001736     0.0001583     0.0000295     0.0000060    -0.0000017    -0.0000002

     0.8936852     0.0067806    -0.2098758     0.0269980     0.0051771     0.0240767     0.0032642     0.0311601    -0.0029428     0.0005709    -0.0000193
     0.8949967     0.0117455    -0.2026841     0.0220790     0.0077055     0.0252413     0.0106582     0.0277252    -0.0048955     0.0012189    -0.0000425
     0.8973256     0.0173166    -0.1780659     0.0131209     0.0066913     0.0282974     0.0170637     0.0271506    -0.0072894     0.0015580     0.0000427
     0.9004995     0.0234468    -0.1460240     0.0030701     0.0029045     0.0330809     0.0220846     0.0287827    -0.0100540     0.0014384     0.0003353
     0.9042863     0.0300997    -0.1030643    -0.0088169    -0.0003127     0.0396483     0.0272922     0.0313906    -0.0137297     0.0011818     0.0001607
     0.9084848     0.0372496    -0.0523336    -0.0199837    -0.0009998     0.0471026     0.0325527     0.0344661    -0.0176824     0.0007567     0.0001463
     0.9129320     0.0448822     0.0126244    -0.0316879    -0.0004305     0.0550956     0.0368278     0.0377805    -0.0213638     0.0003906     0.0000831
     0.9174947     0.0529886     0.0900230    -0.0449666     0.0032509     0.0637777     0.0404119     0.0416587    -0.0254243    -0.0001498     0.0001877
     0.9220641     0.0615617     0.1879519    -0.0615528     0.0012506     0.0719587     0.0433034     0.0465486    -0.0290570     0.0000786     0.0002769
     0.9265575     0.0705960     0.3035659    -0.0804597     0.0032466     0.0764084     0.0450228     0.0492890    -0.0312892    -0.0011127    -0.0001203
     0.9309176     0.0800866     0.4289413    -0.0969852     0.0044379     0.0778048     0.0444634     0.0475357    -0.0319116    -0.0000439    -0.0004748
     0.9351106     0.0900296     0.5685790    -0.1108799     0.0014956     0.0736424     0.0408965     0.0444546    -0.0299312     0.0001909    -0.0003064
     0.9391218     0.1004210     0.7133690    -0.1220025     0.0022173     0.0634967     0.0342890     0.0366325    -0.0255701    -0.0001590    -0.0006892
     0.9429506     0.1112568     0.8459496    -0.1283504    -0.0026010     0.0460275     0.0260171     0.0249606    -0.0187234     0.0005352    -0.0006928
     0.9466047     0.1225330     0.9506665    -0.1293622    -0.0006368     0.0272607     0.0173550     0.0155888    -0.0113634     0.0001882    -0.0002823
     0.9500966     0.1342456     1.0211292    -0.1271234     0.0002332     0.0133054     0.0103087     0.0077966    -0.0058171     0.0000414    -0.0001151
     0.9534395     0.1463905     1.0671765    -0.1238886     0.0009828     0.0058965     0.0057525     0.0037262    -0.0025282    -0.0001324     0.0000723
     0.9566453     0.1589639     1.0981373    -0.1206418     0.0001669     0.0026904     0.0030939     0.0016522    -0.0010358    -0.0000598     0.0000045
     0.9597237     0.1719627     1.1189875    -0.1172124    -0.0002000     0.0013819     0.0016214     0.0007132    -0.0004417    -0.0000058    -0.0000034
     0.9626817     0.1853846     1.1305638    -0.1131045     0.0000408     0.0007091     0.0008306     0.0002718    -0.0001398    -0.0000146     0.0000002
     0.9655234     0.1992287     1.1337415    -0.1083833    -0.0000330     0.0003981     0.0004396     0.0001128    -0.0000223    -0.0000032    -0.0000022
     0.9682500     0.2134954     1.1330288    -0.1034572    -0.0000082     0.0002529     0.0002544     0.0000543     0.0000039    -0.0000032    -0.0000007
     0.9708607     0.2281873     1.1314863    -0.0985680    -0.0000001     0.0001762     0.0001605     0.0000293     0.0000049    -0.0000017    -0.0000002

     0.8976015     0.0062842    -0.2076899     0.0258061     0.0051694     0.0245821     0.0032794     0.0318972    -0.0028849     0.0004241    -0.0000213
     0.8989012     0.0112656    -0.1992394     0.0207039     0.0076480     0.0258070     0.0107385     0.0282935    -0.0048513     0.0011689    -0.0000226
     0.9012248     0.0168571    -0.1747200     0.0120089     0.0067527     0.0286244     0.0171059     0.0279328    -0.0072523     0.0014270     0.0000932
     0.9044000     0.0230130    -0.1424546     0.0019026     0.0027550     0.0333770     0.0222744     0.0293314    -0.0101726     0.0013734     0.0003265
     0.9081959     0.0296966    -0.0997027    -0.0094680     0.0005829     0.0400052     0.0277031     0.0320287    -0.0140828     0.0013210     0.0002339
     0.9124092     0.0368801    -0.0496846    -0.0208747     0.0008557     0.0472464     0.0327062     0.0350087    -0.0177531     0.0008291     0.0000543
     0.9168758     0.0445473     0.0153638    -0.0325849    -0.0009229     0.0556461     0.0370988     0.0382523    -0.0215491     0.0003188     0.0000437
     0.9214610     0.0526882     0.0927692    -0.0467037     0.0022026     0.0643567     0.0403954     0.0419516    -0.0254604    -0.0001588    -0.0000100
     0.9260559     0.0612954     0.1920179    -0.0641031     0.0003208     0.0723894     0.0433523     0.0470105    -0.0290546     0.0002624    -0.0002027
