#
# From LES simulations of the flow over a wall-mounted hump
# Published in
#      Avdis A., Lardeau S. & Leschziner M.A. (2009) 
#           Large Eddy Simulation of Separated Flow over a Glauert-Goldschmied 
#           Wall-Mounted Hump with and without Control by Means of a Synthetic Jet
#           Flow, Turbulence And Combustion, 83, 343-370.
# (see also Greenblatt et al, AIAA Journal, vol.44, numb.2 pp.194-207)
# 
# Reference velocity: U_in
# Reference length: C 
# Re_C = U_in C/nu = 935,892
# 
# Other parameters:
#     Domain width z = 0.4 C
#     Hump height h = 0.13 C
#
# Boundary layer parameters upstream of the hump:
#     Momentum-thickness Reynolds number : Re_theta = 6771
#     Boundary-layer thickness : delta = 0.07 C  = 0.55 h
#     Displacement-thickness : delta^*  = 9.4 × 10−3 C = 0.073 h
#
# 
# Data: 
#    Resolution (nx,ny) = (207,23)
#    Domain extent from x = 0.625C to 1.583C
#
#    do i = 1,nx
#    do j = 1,ny
#       read(20,*) x(i,j),y(i,j),U(i,j),V(i,j),W(i,j)&
#                 ,uu(i,j),vv(i,j),ww(i,j)&
#                 ,uv(i,j),uw(i,j),vw(i,j)
#    enddo
#    read(20,*)
#    enddo
# 
#    x/C           y/C           U/U_in        V/U_in        W/U_in        uu/U_in^2     vv/U_in^2     ww/U_in^2     uv/U_in^2     uw/U_in^2     vw/U_in^2
     0.9089879     0.1595128     1.1111751    -0.1144037     0.0003319     0.0025578     0.0028090     0.0015547    -0.0009634    -0.0000277    -0.0000033
     0.9117171     0.1721092     1.1322534    -0.1120190    -0.0001135     0.0013994     0.0014947     0.0007300    -0.0004751    -0.0000029    -0.0000187
     0.9143237     0.1851357     1.1456475    -0.1089657     0.0000134     0.0006773     0.0007746     0.0002937    -0.0001684    -0.0000157     0.0000013
     0.9168110     0.1985924     1.1500823    -0.1051300    -0.0000155     0.0003460     0.0003990     0.0001209    -0.0000250    -0.0000018    -0.0000024
     0.9191796     0.2124817     1.1495105    -0.1008997    -0.0000109     0.0002042     0.0002219     0.0000566     0.0000134    -0.0000023    -0.0000010
     0.9214274     0.2268079     1.1474207    -0.0965581    -0.0000012     0.0001408     0.0001368     0.0000306     0.0000150    -0.0000013    -0.0000003

     0.8534878     0.0129184    -0.2178717     0.0395219     0.0047253     0.0202345     0.0032215     0.0237711    -0.0032834     0.0008457    -0.0001901
     0.8549319     0.0177506    -0.2202951     0.0390565     0.0079920     0.0218875     0.0091411     0.0212771    -0.0046497     0.0015443    -0.0003299
     0.8573043     0.0231428    -0.2009698     0.0342059     0.0078799     0.0242589     0.0144753     0.0212926    -0.0064771     0.0014918    -0.0004483
     0.8604377     0.0290482    -0.1715814     0.0258537     0.0077134     0.0282304     0.0190107     0.0226249    -0.0088151     0.0008557    -0.0005267
     0.8641045     0.0354219    -0.1301692     0.0137834     0.0069304     0.0350068     0.0236757     0.0247036    -0.0120361     0.0012604    -0.0007272
     0.8681229     0.0422486    -0.0764658    -0.0006847     0.0060256     0.0429347     0.0284707     0.0282588    -0.0152916     0.0012659    -0.0006930
     0.8723476     0.0495267    -0.0094134    -0.0178108     0.0044781     0.0520773     0.0332272     0.0330717    -0.0192239     0.0007954    -0.0007756
     0.8766577     0.0572589     0.0688308    -0.0331941     0.0022256     0.0606888     0.0374890     0.0378793    -0.0227774     0.0004081    -0.0003897
     0.8809534     0.0654476     0.1627409    -0.0505430    -0.0029493     0.0688485     0.0411629     0.0439278    -0.0261177     0.0007228    -0.0003555
     0.8851576     0.0740933     0.2766788    -0.0686993    -0.0024064     0.0737771     0.0442311     0.0487120    -0.0289409    -0.0003189    -0.0002860
     0.8892164     0.0831950     0.4079531    -0.0856796     0.0024735     0.0765952     0.0451608     0.0521225    -0.0313822    -0.0009248     0.0002146
     0.8930989     0.0927500     0.5545584    -0.1012572     0.0032497     0.0748282     0.0427127     0.0480774    -0.0307131    -0.0002909    -0.0000756
     0.8967931     0.1027549     0.7104324    -0.1131765     0.0026342     0.0659710     0.0357847     0.0374899    -0.0264596    -0.0007314    -0.0000524
     0.9003009     0.1132061     0.8557068    -0.1199658    -0.0008263     0.0471799     0.0262261     0.0258675    -0.0191514     0.0000523    -0.0005966
     0.9036325     0.1240998     0.9679156    -0.1212522    -0.0000520     0.0259658     0.0168988     0.0144062    -0.0110435     0.0001742    -0.0000700
     0.9068015     0.1354324     1.0386591    -0.1197711     0.0008669     0.0119727     0.0097281     0.0070225    -0.0053348    -0.0000318     0.0000205
     0.9098218     0.1472005     1.0814037    -0.1173519     0.0006956     0.0051784     0.0052237     0.0032422    -0.0022280    -0.0000861     0.0000718
     0.9127052     0.1594013     1.1101171    -0.1150107     0.0003638     0.0025830     0.0028425     0.0015700    -0.0009786    -0.0000356     0.0000026
     0.9154604     0.1720325     1.1312418    -0.1125769    -0.0001496     0.0014031     0.0015097     0.0007337    -0.0004745    -0.0000022    -0.0000187
     0.9180934     0.1850932     1.1445242    -0.1094293     0.0000069     0.0006816     0.0007793     0.0002935    -0.0001664    -0.0000158     0.0000005
     0.9206076     0.1985835     1.1488707    -0.1055226    -0.0000206     0.0003510     0.0004025     0.0001205    -0.0000246    -0.0000021    -0.0000024
     0.9230033     0.2125055     1.1482801    -0.1012269    -0.0000100     0.0002086     0.0002246     0.0000565     0.0000129    -0.0000024    -0.0000010
     0.9252786     0.2268634     1.1462202    -0.0968319    -0.0000012     0.0001439     0.0001386     0.0000305     0.0000144    -0.0000014    -0.0000003

     0.8569318     0.0123078    -0.2181095     0.0383458     0.0048693     0.0206010     0.0032132     0.0244092    -0.0032544     0.0009643    -0.0001731
     0.8583606     0.0171510    -0.2199198     0.0375562     0.0083521     0.0221934     0.0092869     0.0216798    -0.0046133     0.0016828    -0.0003436
     0.8607283     0.0225568    -0.2003720     0.0325781     0.0080845     0.0246039     0.0147269     0.0216828    -0.0064116     0.0016330    -0.0004698
     0.8638661     0.0284792    -0.1703853     0.0233767     0.0077434     0.0286256     0.0192483     0.0231580    -0.0088842     0.0009206    -0.0005796
     0.8675454     0.0348747    -0.1285359     0.0113611     0.0070965     0.0355162     0.0239577     0.0254206    -0.0122284     0.0012009    -0.0008324
     0.8715818     0.0417278    -0.0748486    -0.0036104     0.0055566     0.0434606     0.0287897     0.0287507    -0.0156474     0.0012167    -0.0007623
     0.8758280     0.0490361    -0.0078207    -0.0199811     0.0042531     0.0524614     0.0335537     0.0338167    -0.0195463     0.0008676    -0.0006985
     0.8801618     0.0568012     0.0699284    -0.0349616     0.0019714     0.0609108     0.0375985     0.0383068    -0.0229967     0.0002687    -0.0003120
     0.8844823     0.0650247     0.1642374    -0.0522167    -0.0018110     0.0690262     0.0413229     0.0444249    -0.0263140     0.0005627    -0.0000913
     0.8887117     0.0737064     0.2777990    -0.0695188    -0.0017268     0.0740774     0.0443356     0.0487562    -0.0292310    -0.0005164    -0.0000386
     0.8927960     0.0828446     0.4087302    -0.0859738     0.0028902     0.0769093     0.0452257     0.0518407    -0.0315613    -0.0010351     0.0003287
     0.8967042     0.0924362     0.5546830    -0.1021229     0.0030950     0.0748809     0.0428804     0.0476885    -0.0308416    -0.0002214    -0.0000611
     0.9004242     0.1024776     0.7094097    -0.1136699     0.0027697     0.0660159     0.0357450     0.0376528    -0.0265559    -0.0008184     0.0000601
     0.9039580     0.1129651     0.8538685    -0.1207867    -0.0009440     0.0473797     0.0262577     0.0259254    -0.0192474     0.0000592    -0.0006032
     0.9073157     0.1238948     0.9658304    -0.1222305    -0.0003544     0.0262364     0.0169503     0.0145461    -0.0111350     0.0001905    -0.0001084
     0.9105110     0.1352632     1.0369142    -0.1205021     0.0008187     0.0121148     0.0098086     0.0071557    -0.0053978    -0.0000310     0.0000103
     0.9135576     0.1470668     1.0800811    -0.1180583     0.0007283     0.0052506     0.0053094     0.0033006    -0.0022597    -0.0000979     0.0000838
     0.9164674     0.1593027     1.1090454    -0.1156322     0.0002684     0.0026107     0.0028612     0.0015775    -0.0009890    -0.0000411     0.0000086
     0.9192493     0.1719685     1.1302231    -0.1130958    -0.0001533     0.0014048     0.0015251     0.0007374    -0.0004727    -0.0000009    -0.0000194
     0.9219093     0.1850631     1.1433853    -0.1098623     0.0000111     0.0006854     0.0007850     0.0002930    -0.0001647    -0.0000158    -0.0000001
     0.9244506     0.1985867     1.1476362    -0.1058901    -0.0000220     0.0003557     0.0004065     0.0001201    -0.0000242    -0.0000019    -0.0000025
     0.9268739     0.2125412     1.1470233    -0.1015366    -0.0000105     0.0002129     0.0002272     0.0000564     0.0000124    -0.0000025    -0.0000009
     0.9291772     0.2269306     1.1449959    -0.0970897    -0.0000010     0.0001470     0.0001404     0.0000304     0.0000137    -0.0000014    -0.0000003

     0.8604163     0.0117085    -0.2182573     0.0371776     0.0048906     0.0210046     0.0032271     0.0250570    -0.0032493     0.0010285    -0.0001970
     0.8618298     0.0165613    -0.2194430     0.0363046     0.0081717     0.0224644     0.0093582     0.0221009    -0.0045674     0.0016732    -0.0003641
     0.8641927     0.0219808    -0.1992602     0.0310285     0.0079410     0.0249950     0.0146859     0.0221553    -0.0064646     0.0017167    -0.0003915
     0.8673354     0.0279210    -0.1685787     0.0213215     0.0074334     0.0291710     0.0193068     0.0233805    -0.0089925     0.0010951    -0.0005209
     0.8710273     0.0343392    -0.1266844     0.0087180     0.0067153     0.0361008     0.0241605     0.0260124    -0.0123643     0.0011663    -0.0007175
     0.8750817     0.0412193    -0.0731370    -0.0063472     0.0046833     0.0438644     0.0290988     0.0294117    -0.0159874     0.0011857    -0.0007855
     0.8793494     0.0485581    -0.0064047    -0.0220137     0.0037377     0.0527751     0.0338092     0.0345551    -0.0198159     0.0008007    -0.0005376
     0.8837067     0.0563565     0.0712222    -0.0367949     0.0021499     0.0611796     0.0378707     0.0387430    -0.0230870     0.0001914    -0.0000863
     0.8880520     0.0646149     0.1659484    -0.0534225     0.0003141     0.0690671     0.0417620     0.0449694    -0.0265074     0.0003312     0.0000344
     0.8923069     0.0733325     0.2790435    -0.0702487    -0.0008910     0.0743430     0.0445467     0.0488773    -0.0296365    -0.0007307     0.0001660
     0.8964170     0.0825070     0.4096199    -0.0866364     0.0038327     0.0771798     0.0455148     0.0512855    -0.0317107    -0.0010386     0.0003940
     0.9003513     0.0921350     0.5551126    -0.1027348     0.0027134     0.0748785     0.0430259     0.0473375    -0.0310637    -0.0002584    -0.0001460
     0.9040978     0.1022127     0.7086565    -0.1143314     0.0029869     0.0660291     0.0356453     0.0374731    -0.0266013    -0.0007248     0.0000081
     0.9076582     0.1127363     0.8523029    -0.1216096    -0.0009172     0.0474775     0.0263665     0.0260588    -0.0192746     0.0000721    -0.0006047
     0.9110426     0.1237019     0.9637902    -0.1229847    -0.0004681     0.0264867     0.0170251     0.0147550    -0.0112035     0.0002389    -0.0001540
     0.9142646     0.1351059     1.0352188    -0.1212440     0.0006320     0.0122607     0.0099252     0.0072673    -0.0054497    -0.0000138     0.0000149
     0.9173381     0.1469448     1.0787772    -0.1186698     0.0007438     0.0053237     0.0053835     0.0033472    -0.0022927    -0.0001048     0.0000827
     0.9202749     0.1592155     1.1079706    -0.1163047     0.0002879     0.0026376     0.0028883     0.0015832    -0.0010033    -0.0000437     0.0000082
     0.9230839     0.1719157     1.1291691    -0.1136306    -0.0001302     0.0014053     0.0015404     0.0007349    -0.0004706    -0.0000005    -0.0000200
     0.9257713     0.1850441     1.1422211    -0.1103092     0.0000200     0.0006884     0.0007922     0.0002911    -0.0001628    -0.0000156     0.0000009
     0.9283403     0.1986008     1.1463735    -0.1062472    -0.0000192     0.0003604     0.0004103     0.0001196    -0.0000240    -0.0000020    -0.0000025
     0.9307916     0.2125875     1.1457400    -0.1018269    -0.0000110     0.0002172     0.0002298     0.0000562     0.0000117    -0.0000026    -0.0000009
     0.9331235     0.2270082     1.1437471    -0.0973304    -0.0000010     0.0001501     0.0001422     0.0000303     0.0000130    -0.0000014    -0.0000003

     0.8639426     0.0111224    -0.2184662     0.0361560     0.0046272     0.0213432     0.0032531     0.0256352    -0.0032059     0.0010145    -0.0001859
     0.8653409     0.0159845    -0.2186538     0.0346963     0.0080670     0.0227895     0.0094004     0.0224804    -0.0045727     0.0016855    -0.0003440
     0.8676981     0.0214163    -0.1982242     0.0288587     0.0073466     0.0252902     0.0147516     0.0225583    -0.0065752     0.0016610    -0.0002952
     0.8708465     0.0273758    -0.1666264     0.0189129     0.0070487     0.0297477     0.0196243     0.0236411    -0.0091716     0.0012843    -0.0003631
     0.8745512     0.0338175    -0.1246541     0.0059209     0.0062443     0.0365561     0.0244722     0.0264576    -0.0124610     0.0012128    -0.0005511
     0.8786232     0.0407250    -0.0711234    -0.0088382     0.0035026     0.0442369     0.0294760     0.0299727    -0.0162157     0.0011210    -0.0008400
     0.8829121     0.0480948    -0.0048947    -0.0234631     0.0034901     0.0529686     0.0341654     0.0348055    -0.0200504     0.0006201    -0.0003809
     0.8872929     0.0559266     0.0727418    -0.0387129     0.0028821     0.0612700     0.0382781     0.0391000    -0.0233421     0.0000993     0.0001177
     0.8916629     0.0642201     0.1676700    -0.0544586     0.0021436     0.0691699     0.0421868     0.0454521    -0.0267948     0.0000473     0.0003039
     0.8959433     0.0729735     0.2804477    -0.0707285     0.0007803     0.0748665     0.0448621     0.0488845    -0.0300016    -0.0010430     0.0002700
     0.9000797     0.0821841     0.4109824    -0.0871164     0.0048609     0.0773568     0.0458172     0.0507885    -0.0319442    -0.0012950     0.0005578
     0.9040408     0.0918482     0.5560321    -0.1031366     0.0026654     0.0749523     0.0430235     0.0468679    -0.0311775    -0.0002912    -0.0001607
     0.9078141     0.1019619     0.7081985    -0.1150750     0.0029133     0.0659813     0.0356238     0.0374882    -0.0266217    -0.0005993     0.0000500
     0.9114017     0.1125214     0.8509698    -0.1221391    -0.0010738     0.0474849     0.0263737     0.0259118    -0.0192812     0.0000694    -0.0005801
     0.9148135     0.1235226     0.9619612    -0.1236849    -0.0004429     0.0267062     0.0170957     0.0149049    -0.0112606     0.0003001    -0.0002140
     0.9180629     0.1349619     1.0335626    -0.1219537     0.0006932     0.0123813     0.0100245     0.0073191    -0.0055018     0.0000051     0.0000008
     0.9211639     0.1468357     1.0774447    -0.1193937     0.0007707     0.0054064     0.0054286     0.0034069    -0.0023290    -0.0001029     0.0000760
     0.9241282     0.1591410     1.1069046    -0.1169092     0.0003992     0.0026569     0.0029226     0.0015936    -0.0010211    -0.0000498     0.0000102
     0.9269649     0.1718753     1.1281003    -0.1141564    -0.0001477     0.0014049     0.0015511     0.0007332    -0.0004687    -0.0000013    -0.0000179
     0.9296802     0.1850372     1.1410247    -0.1107380     0.0000185     0.0006913     0.0007972     0.0002891    -0.0001603    -0.0000157     0.0000011
     0.9322774     0.1986268     1.1450787    -0.1065879    -0.0000207     0.0003650     0.0004134     0.0001191    -0.0000237    -0.0000024    -0.0000023
     0.9347572     0.2126455     1.1444296    -0.1020993    -0.0000103     0.0002214     0.0002326     0.0000561     0.0000110    -0.0000027    -0.0000009
     0.9371180     0.2270973     1.1424745    -0.0975531    -0.0000010     0.0001532     0.0001441     0.0000302     0.0000123    -0.0000015    -0.0000003

     0.8675112     0.0105481    -0.2184254     0.0351812     0.0047386     0.0216520     0.0032407     0.0262480    -0.0031135     0.0010392    -0.0001894
     0.8688957     0.0154197    -0.2175195     0.0329967     0.0081902     0.0231219     0.0094788     0.0228928    -0.0045823     0.0017501    -0.0002760
     0.8712481     0.0208644    -0.1968959     0.0266244     0.0070024     0.0255879     0.0149388     0.0230626    -0.0066222     0.0016603    -0.0001910
     0.8744016     0.0268430    -0.1646612     0.0161223     0.0063483     0.0301985     0.0199242     0.0241240    -0.0094005     0.0013420    -0.0002336
     0.8781179     0.0333079    -0.1224949     0.0032986     0.0048952     0.0368362     0.0247177     0.0272005    -0.0125614     0.0012486    -0.0004369
     0.8822069     0.0402431    -0.0688629    -0.0107555     0.0020446     0.0446268     0.0298611     0.0306982    -0.0162684     0.0010591    -0.0007947
     0.8865165     0.0476441    -0.0032045    -0.0247597     0.0030839     0.0532154     0.0346087     0.0349015    -0.0202502     0.0004322    -0.0001550
     0.8909204     0.0555096     0.0747218    -0.0398389     0.0038336     0.0612716     0.0387281     0.0395567    -0.0236694    -0.0000711     0.0002269
     0.8953153     0.0638381     0.1693727    -0.0550785     0.0025935     0.0693212     0.0425523     0.0457740    -0.0271189    -0.0000715     0.0004711
     0.8996215     0.0726273     0.2820948    -0.0710315     0.0022547     0.0751945     0.0451583     0.0488944    -0.0304946    -0.0015822     0.0005144
     0.9037845     0.0818738     0.4128359    -0.0875044     0.0061369     0.0774443     0.0457142     0.0503725    -0.0320623    -0.0014860     0.0006127
     0.9077726     0.0915738     0.5571005    -0.1037612     0.0024024     0.0748174     0.0429515     0.0467872    -0.0311436    -0.0001267    -0.0001357
     0.9115736     0.1017233     0.7080691    -0.1156827     0.0031891     0.0658100     0.0354757     0.0375039    -0.0266230    -0.0006515    -0.0000731
     0.9151890     0.1123184     0.8497309    -0.1230792    -0.0008430     0.0473661     0.0263552     0.0258194    -0.0193009    -0.0000091    -0.0005717
     0.9186287     0.1233549     0.9601853    -0.1247173    -0.0007183     0.0269119     0.0171417     0.0150793    -0.0112793     0.0003196    -0.0002201
     0.9219061     0.1348294     1.0318457    -0.1227257     0.0007749     0.0125017     0.0100992     0.0074462    -0.0055590     0.0000095    -0.0000024
     0.9250351     0.1467380     1.0761377    -0.1200866     0.0008062     0.0054736     0.0055022     0.0034814    -0.0023613    -0.0001113     0.0000762
     0.9280275     0.1590776     1.1058098    -0.1174647     0.0003307     0.0026715     0.0029337     0.0016069    -0.0010259    -0.0000526     0.0000130
     0.9308923     0.1718459     1.1270293    -0.1146215    -0.0001831     0.0014046     0.0015632     0.0007341    -0.0004664    -0.0000016    -0.0000156
     0.9336361     0.1850411     1.1398056    -0.1111135     0.0000165     0.0006945     0.0008013     0.0002884    -0.0001581    -0.0000158    -0.0000000
     0.9362620     0.1986633     1.1437569    -0.1068990    -0.0000257     0.0003696     0.0004169     0.0001184    -0.0000234    -0.0000025    -0.0000023
     0.9387708     0.2127139     1.1430922    -0.1023529    -0.0000097     0.0002256     0.0002352     0.0000559     0.0000103    -0.0000027    -0.0000009
     0.9411610     0.2271965     1.1411788    -0.0977572    -0.0000008     0.0001562     0.0001460     0.0000302     0.0000115    -0.0000015    -0.0000002

     0.8711208     0.0099827    -0.2181866     0.0337861     0.0046588     0.0218791     0.0032350     0.0270156    -0.0030978     0.0010190    -0.0001896
     0.8724955     0.0148681    -0.2161683     0.0313436     0.0081970     0.0233881     0.0097064     0.0233803    -0.0045788     0.0017686    -0.0001074
     0.8748462     0.0203295    -0.1948981     0.0245036     0.0067223     0.0260317     0.0152629     0.0235412    -0.0065737     0.0016992    -0.0000523
     0.8780019     0.0263248    -0.1623478     0.0135322     0.0055219     0.0306086     0.0203591     0.0248406    -0.0095741     0.0013652    -0.0001943
     0.8817278     0.0328124    -0.1201330     0.0011771     0.0034403     0.0370210     0.0251402     0.0280568    -0.0125859     0.0013021    -0.0003612
     0.8858330     0.0397756    -0.0664474    -0.0120430     0.0003554     0.0450220     0.0302132     0.0313028    -0.0163158     0.0010137    -0.0005440
     0.8901628     0.0472082    -0.0013695    -0.0264827     0.0028091     0.0534431     0.0349873     0.0350890    -0.0203615     0.0002999     0.0000015
     0.8945897     0.0551074     0.0767335    -0.0404590     0.0046669     0.0613272     0.0390945     0.0399349    -0.0240070    -0.0001780     0.0002891
     0.8990093     0.0634710     0.1712050    -0.0557725     0.0037338     0.0695626     0.0427159     0.0456322    -0.0274927    -0.0001302     0.0002730
     0.9033416     0.0722958     0.2840513    -0.0714572     0.0033796     0.0756504     0.0451798     0.0488508    -0.0308629    -0.0019985     0.0007174
     0.9075314     0.0815780     0.4148861    -0.0884169     0.0065435     0.0773127     0.0458119     0.0501446    -0.0321314    -0.0013535     0.0006110
     0.9115472     0.0913137     0.5583794    -0.1044662     0.0017422     0.0746052     0.0428983     0.0464020    -0.0311325     0.0000505    -0.0002052
     0.9153764     0.1014987     0.7082142    -0.1164815     0.0030805     0.0655213     0.0355039     0.0373633    -0.0266210    -0.0006729     0.0000551
     0.9190203     0.1121290     0.8488440    -0.1237236    -0.0012777     0.0472559     0.0264573     0.0257376    -0.0193201    -0.0000335    -0.0004948
     0.9224886     0.1232006     0.9584971    -0.1252157    -0.0006757     0.0270829     0.0172358     0.0151772    -0.0113077     0.0002446    -0.0001880
     0.9257947     0.1347098     1.0302516    -0.1234004     0.0004859     0.0126508     0.0101526     0.0075265    -0.0055924     0.0000244    -0.0000362
     0.9289522     0.1466530     1.0748437    -0.1207278     0.0007661     0.0055297     0.0055504     0.0035193    -0.0023789    -0.0001101     0.0000849
     0.9319733     0.1590268     1.1047277    -0.1179911     0.0002450     0.0026822     0.0029664     0.0016133    -0.0010309    -0.0000542     0.0000099
     0.9348669     0.1718286     1.1259369    -0.1150570    -0.0001773     0.0014033     0.0015763     0.0007340    -0.0004635    -0.0000001    -0.0000165
     0.9376395     0.1850570     1.1385698    -0.1114732     0.0000275     0.0006971     0.0008067     0.0002864    -0.0001556    -0.0000157     0.0000001
     0.9402946     0.1987115     1.1424108    -0.1071856    -0.0000255     0.0003740     0.0004207     0.0001176    -0.0000232    -0.0000024    -0.0000024
     0.9428331     0.2127937     1.1417293    -0.1025830    -0.0000099     0.0002297     0.0002378     0.0000557     0.0000095    -0.0000028    -0.0000009
     0.9452532     0.2273070     1.1398599    -0.0979408    -0.0000007     0.0001592     0.0001480     0.0000300     0.0000107    -0.0000015    -0.0000002

     0.8747709     0.0094229    -0.2174336     0.0327734     0.0043961     0.0221689     0.0032144     0.0276766    -0.0030597     0.0008869    -0.0001575
     0.8761364     0.0143219    -0.2145139     0.0297221     0.0081514     0.0236666     0.0098979     0.0238565    -0.0046552     0.0016635    -0.0000582
     0.8784856     0.0198021    -0.1926925     0.0224659     0.0065170     0.0264085     0.0156548     0.0239112    -0.0065772     0.0017652     0.0000257
     0.8816427     0.0258147    -0.1596237     0.0118425     0.0048059     0.0311636     0.0207019     0.0254790    -0.0095840     0.0014200    -0.0001109
     0.8853792     0.0323268    -0.1175054    -0.0000324     0.0025274     0.0373579     0.0254648     0.0289392    -0.0126434     0.0013292    -0.0002189
     0.8895009     0.0393195    -0.0640556    -0.0136484    -0.0003081     0.0454109     0.0306141     0.0317836    -0.0164984     0.0010270    -0.0002877
     0.8938512     0.0467845     0.0004989    -0.0282190     0.0025565     0.0536414     0.0353490     0.0355897    -0.0204254     0.0003382     0.0001953
     0.8983010     0.0547180     0.0788883    -0.0410077     0.0047713     0.0615141     0.0394231     0.0401180    -0.0243411    -0.0003339     0.0004594
     0.9027454     0.0631168     0.1732863    -0.0559646     0.0046196     0.0698764     0.0428232     0.0456185    -0.0278679    -0.0003843     0.0002912
     0.9071040     0.0719771     0.2864400    -0.0723213     0.0035100     0.0760045     0.0452838     0.0486575    -0.0312242    -0.0020429     0.0007629
     0.9113212     0.0812948     0.4169587    -0.0895106     0.0059171     0.0773703     0.0456650     0.0498200    -0.0321101    -0.0009933     0.0005148
     0.9153651     0.0910659     0.5598947    -0.1052371     0.0014904     0.0743229     0.0426982     0.0460006    -0.0310396     0.0001995    -0.0002585
     0.9192230     0.1012861     0.7085988    -0.1172035     0.0031779     0.0652400     0.0354636     0.0373281    -0.0266119    -0.0006811    -0.0000593
     0.9228960     0.1119515     0.8479682    -0.1243813    -0.0010907     0.0471659     0.0264228     0.0257060    -0.0193012     0.0000087    -0.0005194
     0.9263935     0.1230580     0.9569821    -0.1260680    -0.0006452     0.0272000     0.0172675     0.0153210    -0.0113871     0.0002110    -0.0002074
     0.9297289     0.1346018     1.0286425    -0.1240770     0.0005334     0.0128148     0.0101785     0.0076224    -0.0056468     0.0000220    -0.0000402
     0.9329157     0.1465791     1.0735552    -0.1212479     0.0008552     0.0055949     0.0055985     0.0035570    -0.0024080    -0.0001159     0.0000764
     0.9359660     0.1589869     1.1036487    -0.1185453     0.0003546     0.0026885     0.0030007     0.0016192    -0.0010384    -0.0000581     0.0000159
     0.9388889     0.1718222     1.1248159    -0.1155117    -0.0001446     0.0014010     0.0015869     0.0007286    -0.0004608    -0.0000011    -0.0000150
     0.9416910     0.1850834     1.1373008    -0.1118347     0.0000305     0.0006991     0.0008120     0.0002837    -0.0001531    -0.0000153     0.0000009
     0.9443758     0.1987702     1.1410342    -0.1074571    -0.0000232     0.0003782     0.0004239     0.0001170    -0.0000230    -0.0000026    -0.0000023
     0.9469443     0.2128837     1.1403412    -0.1027909    -0.0000098     0.0002337     0.0002406     0.0000555     0.0000087    -0.0000029    -0.0000009
     0.9493948     0.2274274     1.1385181    -0.0981042    -0.0000008     0.0001622     0.0001500     0.0000299     0.0000098    -0.0000016    -0.0000002

     0.8784654     0.0088755    -0.2162072     0.0315152     0.0039587     0.0226228     0.0032405     0.0282745    -0.0030981     0.0007467    -0.0001255
     0.8798172     0.0137836    -0.2128334     0.0281769     0.0078707     0.0238913     0.0101009     0.0244145    -0.0047409     0.0014895     0.0000104
     0.8821595     0.0192769    -0.1901783     0.0205924     0.0061799     0.0267385     0.0159055     0.0243344    -0.0066921     0.0017289     0.0000315
     0.8853217     0.0253125    -0.1571917     0.0102995     0.0043158     0.0316242     0.0210263     0.0262222    -0.0096118     0.0014600     0.0000590
     0.8890714     0.0318532    -0.1147789    -0.0018154     0.0017262     0.0378209     0.0259227     0.0294750    -0.0127613     0.0014144    -0.0000484
     0.8932107     0.0388771    -0.0615384    -0.0152482    -0.0010832     0.0458999     0.0310406     0.0320847    -0.0167694     0.0009620    -0.0000842
     0.8975815     0.0463754     0.0027271    -0.0290258     0.0022102     0.0539243     0.0356770     0.0358510    -0.0206509     0.0004286     0.0002376
     0.9020543     0.0543434     0.0810052    -0.0419442     0.0046620     0.0618498     0.0398068     0.0404559    -0.0247049    -0.0002356     0.0005871
     0.9065237     0.0627774     0.1755294    -0.0561165     0.0050363     0.0702579     0.0430890     0.0454116    -0.0282579    -0.0004092     0.0003873
     0.9109087     0.0716731     0.2893522    -0.0733996     0.0033775     0.0763223     0.0451248     0.0486277    -0.0313802    -0.0019447     0.0008249
     0.9151537     0.0810261     0.4190425    -0.0908375     0.0059758     0.0774489     0.0454259     0.0493098    -0.0322192    -0.0006022     0.0002882
     0.9192263     0.0908323     0.5617086    -0.1059240     0.0014929     0.0739587     0.0426828     0.0455065    -0.0309366     0.0002696    -0.0002704
     0.9231136     0.1010874     0.7093117    -0.1178322     0.0028885     0.0647802     0.0354183     0.0372291    -0.0265386    -0.0005563    -0.0002147
     0.9268165     0.1117874     0.8473224    -0.1250632    -0.0011388     0.0469608     0.0263929     0.0255372    -0.0192426     0.0000572    -0.0004893
     0.9303439     0.1229284     0.9555316    -0.1267867    -0.0005674     0.0272428     0.0173981     0.0153539    -0.0114144     0.0002070    -0.0001730
     0.9337092     0.1345065     1.0270356    -0.1248153     0.0004876     0.0129444     0.0101895     0.0076524    -0.0056667     0.0000405    -0.0000482
     0.9369259     0.1465179     1.0722668    -0.1218771     0.0007912     0.0056528     0.0056327     0.0036065    -0.0024391    -0.0001014     0.0000617
     0.9400060     0.1589593     1.1025558    -0.1190200     0.0003349     0.0026894     0.0030230     0.0016313    -0.0010429    -0.0000570     0.0000126
     0.9429588     0.1718278     1.1236891    -0.1159296    -0.0001700     0.0013974     0.0015941     0.0007256    -0.0004575    -0.0000037    -0.0000115
     0.9457909     0.1851216     1.1360016    -0.1121494     0.0000270     0.0007015     0.0008159     0.0002816    -0.0001508    -0.0000154     0.0000004
     0.9485060     0.1988403     1.1396273    -0.1077004    -0.0000266     0.0003824     0.0004269     0.0001163    -0.0000228    -0.0000029    -0.0000022
